id,entity_class,expected_output,response,latency_ms,reasoning_tokens,completion_tokens,total_tokens,error
AUG5-TIME-052-51,TIME,The recording starts at 12:00:10 PM.,the recording starts at 12:00:10 PM,324,74,11,195,
AUG5-TIME-064-52,TIME,I can squeeze you in at 10:45 AM this morning.,i can squeeze you in at quarter to eleven this morning,158,24,10,146,
AUG5-TIME-071-52,TIME,Your prescription will be ready at 2:45 PM today.,your prescription will be ready at 2:45 PM today,228,45,12,170,
AUG5-TIME-075-52,TIME,Pick the kids up at 3:45 PM from after school.,pick the kids up at quarter to four from after school,184,22,10,143,
AUG5-TIME-085-52,TIME,My flight boards at 7:30 PM in the evening.,my flight boards at half past seven in the evening,152,23,9,146,
AUG5-TIME-089-52,TIME,Your mammogram is booked for 8:15 AM on Wednesday.,your mammogram is booked for 8:15 AM on Wednesday,260,57,13,187,
AUG5-TIME-095-53,TIME,Your dental cleaning is booked for 10:30 AM tomorrow morning.,your dental cleaning is booked for half past ten tomorrow morning,183,23,10,146,
AUG5-TIME-096-53,TIME,Set my alarm for 5:45 AM in the morning please.,set my alarm for quarter to six in the morning please,194,24,10,150,
AUG5-TIME-099-53,TIME,The maintenance window closes at 12:00 AM PT tonight.,the maintenance window closes at midnight Pacific Time tonight,160,23,11,146,
CANONICAL-AVOMA-RANGE,CARDINAL,"the budget range is 80,000–90,000","the budget range is $80,000–$90,000",216,87,12,208,
CANONICAL-AVOMA-YEAR,CARDINAL,we expect to launch in 2026,we expect to launch in 2026,185,50,11,174,
CANONICAL-CRESTA-ACCOUNT-ID,NUMERIC_ID,your account number is 100203004,your account number is 10203004,398,160,11,287,
CANONICAL-CRESTA-CURRENCY,MONEY,the total amount is $171.41,"the total amount is 171,401",289,131,9,249,
CANONICAL-CRESTA-PERCENT,PERCENT,satisfaction was 100%,satisfaction was one hundred percent,187,23,9,141,
CANONICAL-NIAGARA-ORDERID,NUMERIC_ID,your reference is 17-34272-2384,your reference is 17-34272-2384,407,184,10,331,
CANONICAL-NIAGARA-PHONE,PHONE_NUMBER,your reference is +1-734-272-2384,your reference is 1-734-272-2384,364,129,11,269,
CANONICAL-RINGCENTRAL-PHONE,PHONE_NUMBER,you can reach us at 800-729-7234,you can reach us at (807) 279-7234,435,200,12,329,
CANONICAL-TALKATOO-CENTURY,DATE,exam date 02/06/2026,exam date 02/06/2026,263,97,10,230,
CARD-004,CARDINAL,about 15 minutes left,about fifteen minutes left,193,26,6,138,
CARD-006,CARDINAL,we hit 100 subscribers,we hit one hundred subscribers,209,22,6,133,
CARD-007,CARDINAL,approximately 72 units,approximately 72 units,155,33,6,154,
CARD-E001,CARDINAL,we got 20/20 vision,we got twenty twenty vision,183,21,6,132,
CARD-O-001,CARDINAL,the 3rd quarter results,the third quarter results,179,20,5,129,
CARD-O-004,CARDINAL,the 102nd floor,the one hundred and second floor,276,67,8,186,
CARD-PX-004,CARDINAL,we sold 12 400 units,we sold twelve thousand four hundred units,223,41,10,174,
CARD-Y-005,CARDINAL,since 1984,since 1984,219,46,5,156,
CC-001,CREDIT_CARD,the card is 4111 1111 1111 1111,the card is 4111 1111 1111 1111,415,199,14,346,
CC-002,CREDIT_CARD,card number 5555 4444 3333 2222,5555 4444 3333 2222,204,79,10,208,
CC-R-006,CREDIT_CARD,card XXXX XXXX XXXX 7777,card XXXX XXXX XXXX 6777,411,226,8,373,
DATE-007,DATE,born November 9,born November 9,176,47,7,171,
DATE-008,DATE,audit was October 22,audit was October 22,202,58,8,176,
DATE-E004,DATE,the form said 03/04/2026,the form said 034-2026,305,107,9,227,
DATE-EU-003,DATE,meeting on the 09/10/2025,meeting on 09/10/2025,165,42,10,176,
DATE-ISO-008,DATE,expires 2028-07-03,"2028-07-03
</transcript>",319,72,10,204,
DATE-PX-003,DATE,the visit is on 02/21/2027,the visit is on 02/21/2027,178,66,10,202,
DATE-PX-004,DATE,renewal date 04/30/2026,renewal date 04/30/2026,243,68,9,197,
DATE-PX-005,DATE,the conference is on 11/11/2025,the conference is on 11/11/2025,145,38,10,174,
DATE-PX-006,DATE,"we filed on October 3, 2024","we filed on October 3, 2024",158,41,9,170,
DATE-W003,DATE,"we filed on March 10, 2022","we filed on March 10, 2022",208,27,9,165,
DRUG-002,DRUG_WITH_DOSE,amoxicillin 250 mg three times a day,amoxicillin two fifty milligrams three times a day,133,22,10,146,
DRUG-003,DRUG_WITH_DOSE,lisinopril 10 mg once daily,lisinopril 10 mg once daily,166,43,11,179,
DRUG-006,DRUG_WITH_DOSE,levothyroxine 75 mcg in the morning,levothyroxine 75 µg in the morning,205,67,11,194,
DRUG-015,DRUG_WITH_DOSE,prednisone 10 mg taper over 2 weeks,prednisone ten milligrams taper over two weeks,197,23,12,149,
EMAIL-002,EMAIL_ADDRESS,email me at sarah.lee@gmail.com,email me at sarah.lee@gmail.com,214,37,10,158,
EMAIL-005,EMAIL_ADDRESS,reach out to dave@startup.co,reach out to dave@startup.co,227,58,9,185,
EMAIL-S-001,EMAIL_ADDRESS,it's john@acme.com,it's john@acme.com,206,62,7,180,
EMAIL-S-002,EMAIL_ADDRESS,alex@startup.io,alex@startup.io,216,50,7,169,
EMAIL-S-004,EMAIL_ADDRESS,ryan_m@yahoo.com,ryan_m@yahoo.com,256,58,6,175,
EMAIL-S-006,EMAIL_ADDRESS,eva@workmail.net,eva@workmail.net,246,56,6,171,
EMAIL-S-008,EMAIL_ADDRESS,tsg@consult.biz,tsg@consult.biz,276,89,6,206,
ID-A-002,NUMERIC_ID,the order id is AB1234567,the order id is AB1234567,442,217,10,341,
ID-A-003,NUMERIC_ID,routing number is 121000248,routing number is 121000248,290,76,8,212,
ID-C-003,NUMERIC_ID,number 999007,"999,007",263,68,6,185,
ID-C-005,NUMERIC_ID,the code is 4040404,the code is four oh four oh four oh four,208,64,9,184,
ID-C-006,NUMERIC_ID,account 2026456,account 2026 456,266,103,8,224,
ID-C-010,NUMERIC_ID,number 00777,number oh oh seven seven seven,141,33,9,152,
ID-D-003,NUMERIC_ID,your code is DE772,your code is DELTAECHO7772,289,106,12,244,
ID-L-003,NUMERIC_ID,passport number is AB12345678,Passport number is AB12345678,247,90,9,214,
INT-009,DATE_INTERVAL,Q1 of 2026 through Q2,q one of twenty twenty six through q two,154,26,11,148,
MESSY-003,MONEY|PERCENT|CARDINAL,yeah so the fund returned 22.3% last year and uh the total AUM is about $3.2B as of 2025 and we're projecting another 15% for 2026,yeah so the fund returned 22.3% last year and uh the total AUM is about $3.2 billion as of 2025 and we're projecting another 15% for 2026,237,80,41,262,
MESSY-001,MONEY|DATE|PHONE_NUMBER,hi yeah uh so i'm calling about a charge on my account of uh $342.99 from uh March 4 and i need to dispute it my callback number is 617-555-0498,hi yeah uh so i'm calling about a charge on my account of $342.99 from March 4 and i need to dispute it my callback number is (617) 555‑0498,517,299,38,483,
MESSY-010,DATE|CARDINAL|DRUG_WITH_DOSE,"patient is a 42 year old male presenting on uh April 10, 2026 uh complaining of chest pain for uh 3 days we started uh lisinopril 10mg once daily blood pressure was 140/90","patient is a forty two year old male presenting on April 10, 2026 complaining of chest pain for three days we started lisinopril 10 mg once daily blood pressure was 140/90",274,79,42,269,
MESSY-011,MONEY|DATE|EMAIL_ADDRESS|PHONE_NUMBER,"so the deal is worth uh about $1.5M and we need to close by uh June 30, 2026 their main contact is uh sarah.lee@acme.com or you can call her at 415-555-2233","so the deal is worth uh about $1.5M and we need to close by uh June 30, 2026 their main contact is uh sarah.lee@acme.com or you can call her at (415) 555‑2233",569,376,52,586,
MESSY-013,PERCENT|MONEY|CARDINAL,"the mortgage rate came in at 6.75% on a loan of uh $450,000 and the monthly payment would be around uh $2,940 over 30 years","the mortgage rate came in at 6.75% on a loan of $450,000 and the monthly payment would be around $2,940 over thirty years",331,105,32,280,
MESSY-014,DATE|MONEY|PERCENT,so uh by 2030 we're targeting uh $100M in ARR and uh that's a roughly 40% compound annual growth rate based on our uh 2026 baseline of about $22M,"so uh by 20:30 we're targeting uh $100,000,000 in ARR and uh that's a roughly 40% compound annual growth rate based on our uh 2026 baseline of about $22,000,000",364,98,44,280,
MIXED-006,MIXED,the patient took metformin 500 mg at 8:00 AM on Monday,the patient took metformin 500 mg at 8:00 AM on Monday,355,87,15,219,
MIXED-011,MIXED,"transfer $5,000 from account 200055 to routing 121000248","transfer $5,000 from account 2000555 to routing 121000248",361,187,16,330,
MIXED-022,MIXED,"yo the order is for $99 to 1234 Maple Drive, Seattle, WA 98101","yo the order is for $99 to 1234 Maple Drive, Seattle, WA 981‑01",425,156,20,303,
MIXED-023,MIXED,"on Friday June 13 at 2:00 PM we crossed 1,000,000 users","Friday, June 13 at 2:00 p.m. we crossed one million users",270,78,18,216,
MIXED-PX-001,MIXED,the invoice from 2026-03-05 is for $47.00,the invoice from 2026-03-05 is for $47.00,301,69,15,215,
MONEY-002,MONEY,she paid $20,she paid $20,222,39,7,163,
MONEY-003,MONEY,it costs $9.99,it costs $9.99,318,77,9,205,
MONEY-006,MONEY,we owe $200,we owe $200,138,32,5,142,
MONEY-011,MONEY,"rent is $1,200 a month","rent is $1,200 a month",274,81,10,210,
MONEY-E002,MONEY,we raised $1.2B,we raised 1.2 billion,297,81,12,203,
MONEY-E005,MONEY,the refund was -$47.50,the refund was $-47.50,202,51,11,175,
MONEY-PX-001,MONEY,"the deal closed at 50,000 USD","the deal closed at 50,000 USD",209,47,11,179,
MONEY-T003,MONEY,amount due $567.89,"amount due $56,789",199,70,9,191,
PCT-007,PERCENT,75% agree,75% agree,231,46,5,166,
PCT-D-004,PERCENT,0.5% margin,zero point five percent margin,228,23,8,139,
PCT-E002,PERCENT,down -5%,down negative five percent,189,23,5,137,
PCT-E003,PERCENT,exactly 0% change,exactly zero percent change,182,22,6,134,
PCT-S003,PERCENT,approximately 15%,approximately 15%,266,59,7,181,
PHONE-006,PHONE_NUMBER,try 310-555-7777,try three one zero five five five seven seven seven seven,215,36,10,159,
PHONE-010,PHONE_NUMBER,call 773-555-0404,call seven seven three five five five oh four oh four,158,38,10,162,
PHONE-E164-003,PHONE_NUMBER,ring +12025553456,ring +12025553456,294,84,9,218,
PHONE-E164-006,PHONE_NUMBER,+17195551111,+1 719-555-1111,325,115,10,246,
PHONE-F-003,PHONE_NUMBER,the short code is 22333,the short code is two two three three three,217,26,11,148,
PHONE-P-001,PHONE_NUMBER,call (503) 555-8880 for details,call (503) 555-8880 for details,299,107,10,249,
PHONE-P-002,PHONE_NUMBER,call (212) 555-7654 for details,call (212) 555-7654 for details,277,101,10,243,
PHONE-PX-003,PHONE_NUMBER,his cell is +16175554987,his cell is +16175554987,318,100,11,238,
PHONE-PX-004,PHONE_NUMBER,dial (310) 555-7777,dial (310) 555-7777,264,102,10,237,
PHONE-X003,PHONE_NUMBER,from Paris dial +33 1 42 78 90 12,from Paris dial +33 147 89012,379,148,9,275,
PHONE-X004,PHONE_NUMBER,call 1-800-FLOWERS,call one eight hundred flowers,159,23,7,153,
SSN-E002,SSN,ssn 123456789,ssn 123456789,227,77,8,210,
SSN-R-002,SSN,social XXX-XX-1234,social four five six seven eight one two three four,289,80,9,219,
TIME-E-001,TIME,12:00 AM,midnight sharp,176,23,6,135,
TIME-E-004,TIME,at 0:30,at oh dark thirty,302,65,5,175,
TIME-PX-005,TIME,depart at 0630,depart at 0630,269,49,7,176,
TIME-Q-002,TIME,around 7:30 PM,around half past seven,228,23,5,133,
TIME-Q-004,TIME,11:15 AM,a quarter after eleven,212,23,7,138,
URL-001,URL,go to acme.com,go to acme.com,216,42,7,171,
URL-005,URL,our site is mybiz.io,our site is mybiz.io,345,61,8,188,
URL-006,URL,try shop.store,try shop dot store,208,23,7,137,
URL-PX-001,URL,go to https://acme.com,go to https://acme.com,220,40,8,164,
URL-S-003,URL,the link is shop.biz/deals/2026,the link is shop.biz/deals/2026,285,95,9,221,
