run_id,model_id,provider,sample_id,base_prompt_hash,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at,chain_input_text,baseline_model_id,baseline_error
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-O-003,7d8c326253d4,,our fifth attempt,our 5th attempt,our 5th attempt,180.12,129.29,2130,6,0.0001071,stop,,2026-05-06T08:27:32.820589+00:00,2026-05-06T08:27:33.000795+00:00,our fifth attempt,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-Y-002,7d8c326253d4,,back in nineteen seventy three,back in 1973,back in 1973,808.31,201.20,2132,6,0.0001072,stop,,2026-05-06T08:27:32.196365+00:00,2026-05-06T08:27:33.004760+00:00,back in 1973,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-E002,7d8c326253d4,,two and a half cups,2.5 cups,2.5 cups,156.84,128.48,2132,5,0.0001071,stop,,2026-05-06T08:27:32.897692+00:00,2026-05-06T08:27:33.054581+00:00,two and a half cups,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-E001,7d8c326253d4,,we got twenty twenty vision,we got 20/20 vision,we got Q2022 vision,226.45,176.65,2132,7,0.0001073,stop,,2026-05-06T08:27:32.891130+00:00,2026-05-06T08:27:33.117611+00:00,we got twenty twenty vision,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-O-004,7d8c326253d4,,the one hundred and second floor,the 102nd floor,the 102nd Floor,271.71,232.80,2132,6,0.0001072,stop,,2026-05-06T08:27:32.855650+00:00,2026-05-06T08:27:33.127392+00:00,the 102nd Floor,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-E003,7d8c326253d4,,down by negative five,down by -5,down by -5,198.24,165.44,2131,5,0.00010705,stop,,2026-05-06T08:27:32.935418+00:00,2026-05-06T08:27:33.133692+00:00,down by negative five,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-E004,7d8c326253d4,,give or take a hundred or so,give or take 100 or so,give or take a 100 or so,207.97,142.78,2135,9,0.00010765,stop,,2026-05-06T08:27:32.971709+00:00,2026-05-06T08:27:33.179740+00:00,give or take a 100 or so,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-002,7d8c326253d4,,conversion is at five percent,conversion is at 5%,conversion is at 5%,218.50,168.44,2133,7,0.00010735,stop,,2026-05-06T08:27:33.005382+00:00,2026-05-06T08:27:33.223949+00:00,conversion is at 5%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-001,7d8c326253d4,Use the % symbol.,growth was twenty percent,growth was 20%,growth was 20%,238.22,201.23,2143,6,0.00010775,stop,,2026-05-06T08:27:33.001463+00:00,2026-05-06T08:27:33.239755+00:00,growth was 20%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-003,7d8c326253d4,Use the % symbol.,we saw thirty percent uplift,we saw 30% uplift,we saw 30% uplift,223.05,172.54,2144,7,0.0001079,stop,,2026-05-06T08:27:33.055128+00:00,2026-05-06T08:27:33.278235+00:00,we saw 30% uplift,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-005,7d8c326253d4,Use the % symbol.,about fifty percent of users,about 50% of users,about 50% of users,219.14,165.11,2144,7,0.0001079,stop,,2026-05-06T08:27:33.127672+00:00,2026-05-06T08:27:33.346841+00:00,about 50% of users,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-006,7d8c326253d4,,dropped by ten percent,dropped by 10%,dropped by 10%,240.30,190.52,2133,7,0.00010735,stop,,2026-05-06T08:27:33.133919+00:00,2026-05-06T08:27:33.374272+00:00,dropped by 10%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-007,7d8c326253d4,Use the % symbol.,seventy five percent agree,75% agree,75% agree,200.32,182.43,2141,4,0.00010745,stop,,2026-05-06T08:27:33.180203+00:00,2026-05-06T08:27:33.380554+00:00,75% agree,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,CARD-R-002,7d8c326253d4,,expect twenty to thirty seats,expect 20 to 30 seats,expect 20 to 30 seats,804.10,137.68,2134,8,0.0001075,stop,,2026-05-06T08:27:32.639167+00:00,2026-05-06T08:27:33.443292+00:00,expect 20 to 30 seats,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-009,7d8c326253d4,Use the % symbol.,only one percent churn,only 1% churn,only 1% churn,237.28,196.03,2143,6,0.00010775,stop,,2026-05-06T08:27:33.241161+00:00,2026-05-06T08:27:33.478498+00:00,only 1% churn,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-010,7d8c326253d4,,forty percent off,40% off,40% off,204.70,129.92,2130,4,0.0001069,stop,,2026-05-06T08:27:33.278585+00:00,2026-05-06T08:27:33.483315+00:00,40% off,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-008,7d8c326253d4,,ninety percent confident,90% confident,90% confident,317.59,287.96,2130,4,0.0001069,stop,,2026-05-06T08:27:33.224911+00:00,2026-05-06T08:27:33.542554+00:00,90% confident,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-D-003,7d8c326253d4,,ninety nine point nine percent uptime,99.9% uptime,99.9% uptime,183.45,135.99,2132,6,0.0001072,stop,,2026-05-06T08:27:33.381129+00:00,2026-05-06T08:27:33.564631+00:00,99.9% uptime,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-D-001,7d8c326253d4,,rate of two point five percent,rate of 2.5%,2.5%,227.82,190.42,2133,5,0.00010715,stop,,2026-05-06T08:27:33.347133+00:00,2026-05-06T08:27:33.575007+00:00,rate of two point five percent,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-D-004,7d8c326253d4,,zero point five percent margin,0.5% margin,0.5% margin,166.96,124.41,2132,6,0.0001072,stop,,2026-05-06T08:27:33.443571+00:00,2026-05-06T08:27:33.610558+00:00,0.5% margin,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-004,7d8c326253d4,,the rate is fifteen percent,the rate is 15%,the rate is 15%,540.43,509.25,2132,7,0.0001073,stop,,2026-05-06T08:27:33.117927+00:00,2026-05-06T08:27:33.658392+00:00,the rate is fifteen percent,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-D-005,7d8c326253d4,,six point seven five percent apr,6.75% APR,6.75% APR,219.10,171.35,2132,6,0.0001072,stop,,2026-05-06T08:27:33.478995+00:00,2026-05-06T08:27:33.698152+00:00,6.75% apr,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-S002,7d8c326253d4,"Keep 'percent' as the word, not the symbol.",down five percent,down 5 percent,down 5 percent,163.42,132.55,2149,5,0.00010795,stop,,2026-05-06T08:27:33.565377+00:00,2026-05-06T08:27:33.728860+00:00,down 5%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-S003,7d8c326253d4,Always use the % symbol.,approximately fifteen percent,approximately 15%,approximately 15%,208.22,172.29,2143,5,0.00010765,stop,,2026-05-06T08:27:33.575761+00:00,2026-05-06T08:27:33.784050+00:00,approximately 15%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-D-006,7d8c326253d4,,twelve point three percent yoy,12.3% YoY,12.3% yoy,341.08,288.13,2133,7,0.00010735,stop,,2026-05-06T08:27:33.483557+00:00,2026-05-06T08:27:33.824716+00:00,12.3% yoy,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-S001,7d8c326253d4,"Keep 'percent' as the word, not the symbol.",we hit twenty percent,we hit 20 percent,we hit 20 percent,287.60,242.25,2150,6,0.0001081,stop,,2026-05-06T08:27:33.542866+00:00,2026-05-06T08:27:33.830501+00:00,we hit 20%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-S004,7d8c326253d4,Always use the % symbol.,ninety percent of cases,90% of cases,90% of cases,242.29,208.38,2144,5,0.0001077,stop,,2026-05-06T08:27:33.610831+00:00,2026-05-06T08:27:33.853158+00:00,ninety percent of cases,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-E002,7d8c326253d4,,down negative five percent,down -5%,down -5%,175.90,139.68,2132,5,0.0001071,stop,,2026-05-06T08:27:33.729342+00:00,2026-05-06T08:27:33.905277+00:00,down negative 5%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-S005,7d8c326253d4,Always use the % symbol.,around thirty three and a third percent,around 33.3%,around 33.333%,250.32,199.11,2146,7,0.000108,stop,,2026-05-06T08:27:33.658661+00:00,2026-05-06T08:27:33.909004+00:00,around 33 and a third percent,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-E001,7d8c326253d4,,growth of one hundred fifty percent,growth of 150%,growth of 150%,255.43,216.76,2132,6,0.0001072,stop,,2026-05-06T08:27:33.700625+00:00,2026-05-06T08:27:33.956153+00:00,growth of 150%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-E004,7d8c326253d4,,up fifty basis points,up 50 bps,up 0.50%,193.43,136.55,2132,7,0.0001073,stop,,2026-05-06T08:27:33.825364+00:00,2026-05-06T08:27:34.018848+00:00,up 50 basis points,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-E003,7d8c326253d4,,exactly zero percent change,exactly 0% change,exactly 0% change,252.83,202.76,2133,7,0.00010735,stop,,2026-05-06T08:27:33.784551+00:00,2026-05-06T08:27:34.037411+00:00,exactly 0% change,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-002,7d8c326253d4,,the number is two one two five five five oh one oh one,the number is 212-555-0101,the number is 2125550101,187.37,125.39,2137,9,0.00010775,stop,,2026-05-06T08:27:33.853651+00:00,2026-05-06T08:27:34.041053+00:00,the number is 2 125550101,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-001,7d8c326253d4,Format phone numbers as XXX-XXX-XXXX.,call me at five five five eight six seven five three oh nine,call me at 555-867-5309,call me at 555-867-5309,249.27,168.77,2154,11,0.0001088,stop,,2026-05-06T08:27:33.830907+00:00,2026-05-06T08:27:34.080210+00:00,call me at (555) 867-5309,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-003,7d8c326253d4,Format phone numbers as XXX-XXX-XXXX.,dial four one five five five five eight oh oh oh,dial 415-555-8000,dial 415-555-0000,218.15,146.41,2153,10,0.00010865,stop,,2026-05-06T08:27:33.905874+00:00,2026-05-06T08:27:34.124060+00:00,dial 415-5558 oh oh oh,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-004,7d8c326253d4,,reach support at eight hundred five five five three two one zero,reach support at 800-555-3210,reach support at 805-553-210,266.99,143.13,2135,10,0.00010775,stop,,2026-05-06T08:27:33.909202+00:00,2026-05-06T08:27:34.176222+00:00,reach support at 805553210,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-005,7d8c326253d4,Format phone numbers as XXX-XXX-XXXX.,his cell is six one seven five five five four nine eight seven,his cell is 617-555-4987,his cell is 617-555-4987,245.20,166.56,2154,11,0.0001088,stop,,2026-05-06T08:27:33.957207+00:00,2026-05-06T08:27:34.202471+00:00,his cell is (617) 555-4987,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-006,7d8c326253d4,,try three one zero five five five seven seven seven seven,try 310-555-7777,try 310-555-7777,233.33,162.72,2137,9,0.00010775,stop,,2026-05-06T08:27:34.019344+00:00,2026-05-06T08:27:34.252717+00:00,try 3 1 05557777,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-007,7d8c326253d4,Format phone numbers as XXX-XXX-XXXX.,our office is two oh six five five five one two three four,our office is 206-555-1234,our office is 206-555-1234,220.72,138.45,2154,11,0.0001088,stop,,2026-05-06T08:27:34.037674+00:00,2026-05-06T08:27:34.258440+00:00,our office is 2 0 65551234,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-009,7d8c326253d4,Format phone numbers as XXX-XXX-XXXX.,after hours nine eight four five five five eight eight eight eight,after hours 984-555-8888,after hours 9 845-555-8888,216.61,117.37,2152,12,0.0001088,stop,,2026-05-06T08:27:34.080484+00:00,2026-05-06T08:27:34.297120+00:00,after hours 9 845558888,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-010,7d8c326253d4,,call seven seven three five five five oh four oh four,call 773-555-0404,call 773-555-0404,172.46,105.30,2136,9,0.0001077,stop,,2026-05-06T08:27:34.125203+00:00,2026-05-06T08:27:34.297687+00:00,call (773) 555-0404,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-E164-001,7d8c326253d4,Format phone numbers in E.164.,call five one zero five five five two two three three,call +15105552233,call +15105552233,164.36,113.10,2150,7,0.0001082,stop,,2026-05-06T08:27:34.176487+00:00,2026-05-06T08:27:34.340900+00:00,call (510) 555-2233,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PCT-D-002,7d8c326253d4,,around three point one four percent,around 3.14%,3.14%,968.28,933.71,2133,5,0.00010715,stop,,2026-05-06T08:27:33.374973+00:00,2026-05-06T08:27:34.343298+00:00,around 3.14%,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-008,7d8c326253d4,,front desk eight five five five five five oh nine nine nine,front desk 855-555-0999,front desk (855) 555-0999,361.39,220.40,2137,11,0.00010795,stop,,2026-05-06T08:27:34.041339+00:00,2026-05-06T08:27:34.402786+00:00,front desk (855) 555-0999,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-E164-004,7d8c326253d4,Format phone numbers in E.164.,dial four eight oh five five five seven eight nine zero,dial +14805557890,dial +14805557890,198.26,117.66,2151,8,0.00010835,stop,,2026-05-06T08:27:34.259021+00:00,2026-05-06T08:27:34.457328+00:00,dial (480) 555-7890,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-E164-006,7d8c326253d4,Format phone numbers in E.164.,seven one nine five five five one one one one,+17195551111,+17195551111,191.14,148.76,2145,6,0.00010785,stop,,2026-05-06T08:27:34.298072+00:00,2026-05-06T08:27:34.489239+00:00,7195551111,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-E164-007,7d8c326253d4,Format phone numbers in E.164.,nine one seven five five five four three two one,+19175554321,+19175553421,187.19,139.55,2145,6,0.00010785,stop,,2026-05-06T08:27:34.341460+00:00,2026-05-06T08:27:34.528701+00:00,9175554321,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-E164-002,7d8c326253d4,Format phone numbers in E.164.,the number is six four six five five five eight nine zero one,the number is +16465558901,the number is +1645558901,342.76,240.77,2150,9,0.0001084,stop,,2026-05-06T08:27:34.202756+00:00,2026-05-06T08:27:34.545543+00:00,the number is 646 5558901,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-E164-003,7d8c326253d4,Format phone numbers in E.164.,ring two oh two five five five three four five six,ring +12025553456,+2025553456,316.66,275.47,2147,6,0.00010795,stop,,2026-05-06T08:27:34.253042+00:00,2026-05-06T08:27:34.569740+00:00,ring 2025553456,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-E164-008,7d8c326253d4,Format phone numbers in E.164.,six oh two five five five oh nine one zero,+16025550910,+6025550910,260.31,218.16,2145,6,0.00010785,stop,,2026-05-06T08:27:34.343782+00:00,2026-05-06T08:27:34.604171+00:00,6025550910,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-P-001,7d8c326253d4,Format phone numbers as (XXX) XXX-XXXX.,call five oh three five five five eight eight eight zero for details,call (503) 555-8880 for details,call (503) 555-8880 for details,253.15,163.58,2155,12,0.00010895,stop,,2026-05-06T08:27:34.403269+00:00,2026-05-06T08:27:34.656459+00:00,call (503) 555-8880 for details,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-P-002,7d8c326253d4,Format phone numbers as (XXX) XXX-XXXX.,call two one two five five five seven six five four for details,call (212) 555-7654 for details,call (212) 555-7654 for details,287.51,141.52,2155,12,0.00010895,stop,,2026-05-06T08:27:34.457647+00:00,2026-05-06T08:27:34.745188+00:00,call (212) 555-7654 for details,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-P-003,7d8c326253d4,Format phone numbers as (XXX) XXX-XXXX.,call eight one eight five five five three two one zero for details,call (818) 555-3210 for details,call (818) 555-3210 for details,257.26,171.81,2155,12,0.00010895,stop,,2026-05-06T08:27:34.489546+00:00,2026-05-06T08:27:34.746839+00:00,call (818) 555-3210 for details,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-F-001,7d8c326253d4,,yeah it's like uh five five five one two one two,yeah it's like uh 555-1212,yeah it's like uh 5551212,181.59,108.04,2136,10,0.0001078,stop,,2026-05-06T08:27:34.570128+00:00,2026-05-06T08:27:34.751747+00:00,yeah it's like uh 5551212,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-P-005,7d8c326253d4,Format phone numbers as (XXX) XXX-XXXX.,call nine seven three five five five four four five five for details,call (973) 555-4455 for details,call (973) 555-4455 for details,224.23,140.51,2155,12,0.00010895,stop,,2026-05-06T08:27:34.545804+00:00,2026-05-06T08:27:34.770064+00:00,call (973) 555-4455 for details,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-F-003,7d8c326253d4,,the short code is two two three three three,the short code is 22333,the short code is 22333,227.72,173.79,2134,8,0.0001075,stop,,2026-05-06T08:27:34.656668+00:00,2026-05-06T08:27:34.884416+00:00,the short code is 22333,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-F-004,7d8c326253d4,,you can fax us at five five five nine eight seven six,you can fax us at 555-9876,you can fax us at 555-9876,227.39,145.94,2137,11,0.00010795,stop,,2026-05-06T08:27:34.745423+00:00,2026-05-06T08:27:34.972835+00:00,you can fax us at 555-9876,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-F-005,7d8c326253d4,,hotline four one one,hotline 411,hotline 411,231.91,168.95,2131,5,0.00010705,stop,,2026-05-06T08:27:34.746982+00:00,2026-05-06T08:27:34.978917+00:00,hotline 411,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-X002,7d8c326253d4,,in london it's plus four four two oh seven nine four six oh nine five eight,in London it's +44 20 7946 0958,in London it's +442079460958,209.27,134.64,2137,10,0.00010785,stop,,2026-05-06T08:27:34.770312+00:00,2026-05-06T08:27:34.979603+00:00,in London it's 442079460958,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-X001,7d8c326253d4,,call two one two five five five one two three four extension four oh seven,call 212-555-1234 ext. 407,call (212) 555-1234 extension 407,255.90,159.82,2139,13,0.00010825,stop,,2026-05-06T08:27:34.751936+00:00,2026-05-06T08:27:35.007860+00:00,call (212) 555-1234 extension 407,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-F-002,7d8c326253d4,,the local one is just three two one four five six seven,the local one is just 321-4567,the local one is just 321-4567,439.98,185.10,2137,11,0.00010795,stop,,2026-05-06T08:27:34.604591+00:00,2026-05-06T08:27:35.044601+00:00,the local one is just 321-4567,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-X003,7d8c326253d4,,from paris dial plus three three one four two seven eight nine zero one two,from Paris dial +33 1 42 78 90 12,from Paris dial +33142789012,237.84,166.13,2137,9,0.00010775,stop,,2026-05-06T08:27:34.884623+00:00,2026-05-06T08:27:35.122494+00:00,from Paris dial plus 33142789012,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-P-004,7d8c326253d4,Format phone numbers as (XXX) XXX-XXXX.,call six one seven five five five oh oh oh one for details,call (617) 555-0001 for details,call (617) 555-0001 for details,633.92,536.62,2155,12,0.00010895,stop,,2026-05-06T08:27:34.528939+00:00,2026-05-06T08:27:35.162912+00:00,call (617) 555-0001 for details,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-X004,7d8c326253d4,This is a US phone number; treat letters as keypad mappings.,call one eight hundred flowers,call 1-800-FLOWERS,call 1800-3567-7,209.46,133.53,2151,10,0.00010855,stop,,2026-05-06T08:27:34.973095+00:00,2026-05-06T08:27:35.182600+00:00,call 1800 flowers,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-X005,7d8c326253d4,,call five five five five five five five five five five,call 555-555-5555,call 555-555-5555,328.09,166.74,2136,9,0.0001077,stop,,2026-05-06T08:27:34.979135+00:00,2026-05-06T08:27:35.307262+00:00,call (555) 555-5555,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,PHONE-X006,7d8c326253d4,,the direct line is six one seven five five five oh nine nine nine ext two two two,the direct line is 617-555-0999 ext. 222,the direct line is 617-555-0999-222,366.73,130.04,2137,14,0.00010825,stop,,2026-05-06T08:27:34.979771+00:00,2026-05-06T08:27:35.346528+00:00,the direct line is 6175550999222,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,EMAIL-003,7d8c326253d4,Render emails in lowercase.,it's mike at example dot org,it's mike@example.org,it's mike@example.org,192.14,147.56,2145,6,0.00010785,stop,,2026-05-06T08:27:35.163329+00:00,2026-05-06T08:27:35.355498+00:00,it's mike@example.org,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,EMAIL-001,7d8c326253d4,Render emails in lowercase.,send it to john at acme dot com,send it to john@acme.com,send it to john@acme.com,314.11,154.03,2147,9,0.00010825,stop,,2026-05-06T08:27:35.044827+00:00,2026-05-06T08:27:35.358972+00:00,send it to john@acme.com,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,EMAIL-004,7d8c326253d4,,contact info at company dot io,contact info@company.io,contact@company.io,213.76,145.88,2133,5,0.00010715,stop,,2026-05-06T08:27:35.183025+00:00,2026-05-06T08:27:35.396826+00:00,contact info@company.io,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,EMAIL-006,7d8c326253d4,,reply to support at helpdesk dot com,reply to support@helpdesk.com,reply to support@helpdesk.com,260.67,167.08,2135,8,0.00010755,stop,,2026-05-06T08:27:35.346805+00:00,2026-05-06T08:27:35.607522+00:00,reply to support@helpdesk.com,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,EMAIL-009,7d8c326253d4,,send to billing at acmecorp dot com,send to billing@acmecorp.com,send to billing@acmecorp.com,228.87,142.66,2137,10,0.00010785,stop,,2026-05-06T08:27:35.397196+00:00,2026-05-06T08:27:35.626209+00:00,send to billing@acmecorp.com,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,EMAIL-007,7d8c326253d4,Render emails in lowercase.,ping me at chris at outlook dot com,ping me at chris@outlook.com,ping me at chris@outlook.com,275.84,142.45,2148,10,0.0001084,stop,,2026-05-06T08:27:35.355774+00:00,2026-05-06T08:27:35.631655+00:00,ping me at chris@outlook.com,impeller-stem-baseline,
chained-full-impeller-stem-granite-4-1-8b-iter09,granite-4-1-8b,impeller-stem+ibm-granite,EMAIL-005,7d8c326253d4,Render emails in lowercase.,reach out to dave at startup dot co,reach out to dave@startup.co,reach out to dave@startup.co,343.73,232.45,2147,9,0.00010825,stop,,2026-05-06T08:27:35.307580+00:00,2026-05-06T08:27:35.651355+00:00,reach out to dave at startup dot co,impeller-stem-baseline,
