run_id,model_id,provider,sample_id,trial,base_prompt_hash,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,92,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,1544.30,1318.43,1653,8,0.00022482,stop,,2026-05-05T23:58:00.944188+00:00,2026-05-05T23:58:02.488546+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,51,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,1020.40,521.43,1749,10,0.0005937,stop,,2026-05-05T23:58:01.532829+00:00,2026-05-05T23:58:02.553287+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,52,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,926.10,516.77,1749,10,0.0005937,stop,,2026-05-05T23:58:01.656831+00:00,2026-05-05T23:58:02.582980+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,53,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,803.20,486.98,1749,10,0.0005937,stop,,2026-05-05T23:58:01.795859+00:00,2026-05-05T23:58:02.599128+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,93,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,1737.52,1473.64,1653,8,0.00023314,stop,,2026-05-05T23:58:01.158969+00:00,2026-05-05T23:58:02.896566+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,2,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,581.96,426.16,1684,12,0.00046,stop,,2026-05-05T23:58:02.482772+00:00,2026-05-05T23:58:03.064788+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,56,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,563.08,443.99,1749,10,0.0005937,stop,,2026-05-05T23:58:02.583430+00:00,2026-05-05T23:58:03.146562+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,54,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,1330.12,1128.96,1749,9,0.00070317,stop,,2026-05-05T23:58:01.849451+00:00,2026-05-05T23:58:03.179627+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,1,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,1339.29,1127.96,1684,11,0.000250804,stop,,2026-05-05T23:58:02.003265+00:00,2026-05-05T23:58:03.342644+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,100,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,1457.29,1202.43,1653,8,0.00023314,stop,,2026-05-05T23:58:01.908943+00:00,2026-05-05T23:58:03.366292+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,96,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,1531.67,1291.76,1653,8,0.00023314,stop,,2026-05-05T23:58:01.873731+00:00,2026-05-05T23:58:03.405592+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,18,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,7687.71,3799.78,1749,10,0.0005937,stop,,2026-05-05T23:57:55.761680+00:00,2026-05-05T23:58:03.449639+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,34,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,5837.31,5046.43,1749,10,0.0005937,stop,,2026-05-05T23:57:57.661742+00:00,2026-05-05T23:58:03.499096+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,24,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,6996.75,6190.45,1749,10,0.0005937,stop,,2026-05-05T23:57:56.504873+00:00,2026-05-05T23:58:03.501631+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,37,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,5626.29,4818.27,1749,10,0.0005937,stop,,2026-05-05T23:57:57.875811+00:00,2026-05-05T23:58:03.502115+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,32,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,6407.93,5912.02,1749,10,0.0005937,stop,,2026-05-05T23:57:57.096501+00:00,2026-05-05T23:58:03.504443+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,39,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,5128.85,4314.27,1749,10,0.0005937,stop,,2026-05-05T23:57:58.375927+00:00,2026-05-05T23:58:03.504811+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,30,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,6703.34,5891.74,1749,10,0.0005937,stop,,2026-05-05T23:57:56.803820+00:00,2026-05-05T23:58:03.507176+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,23,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,7004.28,6186.95,1749,10,0.0005937,stop,,2026-05-05T23:57:56.504266+00:00,2026-05-05T23:58:03.508551+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,41,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,4792.50,3973.91,1749,10,0.0005937,stop,,2026-05-05T23:57:58.721891+00:00,2026-05-05T23:58:03.514410+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,26,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,7010.20,6210.30,1749,10,0.0005937,stop,,2026-05-05T23:57:56.506904+00:00,2026-05-05T23:58:03.517195+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,42,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,4334.18,3506.93,1749,10,0.0005937,stop,,2026-05-05T23:57:59.187322+00:00,2026-05-05T23:58:03.521530+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,21,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,7207.85,6381.52,1749,10,0.0005937,stop,,2026-05-05T23:57:56.315375+00:00,2026-05-05T23:58:03.523244+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,55,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,1004.52,842.56,1749,10,0.0005937,stop,,2026-05-05T23:58:02.554090+00:00,2026-05-05T23:58:03.558641+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,99,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,1763.04,1524.54,1653,8,0.00023314,stop,,2026-05-05T23:58:01.904102+00:00,2026-05-05T23:58:03.667176+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,58,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,599.93,395.19,1749,10,0.0005937,stop,,2026-05-05T23:58:03.147171+00:00,2026-05-05T23:58:03.747182+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,59,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,601.54,491.70,1749,10,0.0005937,stop,,2026-05-05T23:58:03.180131+00:00,2026-05-05T23:58:03.781736+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,60,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,623.67,308.05,1749,10,0.0005937,stop,,2026-05-05T23:58:03.450566+00:00,2026-05-05T23:58:04.074308+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,66,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,592.47,384.58,1749,10,0.0005937,stop,,2026-05-05T23:58:03.507634+00:00,2026-05-05T23:58:04.100164+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,71,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,621.85,501.82,1749,10,0.0005937,stop,,2026-05-05T23:58:03.523496+00:00,2026-05-05T23:58:04.145406+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,61,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,673.73,365.79,1749,10,0.0005937,stop,,2026-05-05T23:58:03.499852+00:00,2026-05-05T23:58:04.173620+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,62,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,672.35,362.42,1749,10,0.0005937,stop,,2026-05-05T23:58:03.502445+00:00,2026-05-05T23:58:04.174820+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,69,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,663.96,348.14,1749,10,0.0005937,stop,,2026-05-05T23:58:03.517658+00:00,2026-05-05T23:58:04.181645+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,64,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,681.11,371.39,1749,10,0.0005937,stop,,2026-05-05T23:58:03.505076+00:00,2026-05-05T23:58:04.186217+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,65,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,687.04,364.68,1749,10,0.0005937,stop,,2026-05-05T23:58:03.505445+00:00,2026-05-05T23:58:04.192513+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,70,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,678.17,440.67,1749,10,0.0005937,stop,,2026-05-05T23:58:03.521765+00:00,2026-05-05T23:58:04.199958+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,67,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,697.25,454.49,1749,10,0.0005937,stop,,2026-05-05T23:58:03.508792+00:00,2026-05-05T23:58:04.206064+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,3,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,1720.77,1278.83,1684,12,0.000444,stop,,2026-05-05T23:58:02.489271+00:00,2026-05-05T23:58:04.210082+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,5,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,1200.39,698.32,1684,12,0.000444,stop,,2026-05-05T23:58:03.065031+00:00,2026-05-05T23:58:04.265461+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,74,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,563.52,390.91,1749,10,0.0005937,stop,,2026-05-05T23:58:03.782484+00:00,2026-05-05T23:58:04.346086+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,72,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,998.25,818.90,1749,9,0.00070317,stop,,2026-05-05T23:58:03.558974+00:00,2026-05-05T23:58:04.557310+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,4,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-342722-384,1818.66,1656.69,1684,10,0.000276564,stop,,2026-05-05T23:58:02.897960+00:00,2026-05-05T23:58:04.716860+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,6,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-342722-384,1376.15,1167.45,1684,10,0.000233188,stop,,2026-05-05T23:58:03.343709+00:00,2026-05-05T23:58:04.719907+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,7,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-342722-384,1392.05,1189.58,1684,10,0.000233188,stop,,2026-05-05T23:58:03.367029+00:00,2026-05-05T23:58:04.759146+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,75,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,713.27,325.04,1749,10,0.0005937,stop,,2026-05-05T23:58:04.075299+00:00,2026-05-05T23:58:04.788649+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,76,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,713.74,421.79,1749,10,0.0005937,stop,,2026-05-05T23:58:04.100886+00:00,2026-05-05T23:58:04.814680+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,84,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,621.66,302.47,1749,10,0.0005937,stop,,2026-05-05T23:58:04.206401+00:00,2026-05-05T23:58:04.828097+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,79,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,653.34,333.96,1749,10,0.0005937,stop,,2026-05-05T23:58:04.175066+00:00,2026-05-05T23:58:04.828426+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,83,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,631.47,310.61,1749,10,0.0005937,stop,,2026-05-05T23:58:04.200274+00:00,2026-05-05T23:58:04.831779+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,77,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,686.85,357.00,1749,10,0.0005937,stop,,2026-05-05T23:58:04.145931+00:00,2026-05-05T23:58:04.832813+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,80,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,689.61,442.13,1749,10,0.0005937,stop,,2026-05-05T23:58:04.182043+00:00,2026-05-05T23:58:04.871696+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,87,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,4242.45,4029.84,1653,7,0.00023276,stop,,2026-05-05T23:58:00.631953+00:00,2026-05-05T23:58:04.874449+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,95,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,3235.99,3005.27,1653,7,0.00023276,stop,,2026-05-05T23:58:01.638910+00:00,2026-05-05T23:58:04.874928+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,86,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,4246.78,4067.45,1653,7,0.00023276,stop,,2026-05-05T23:58:00.628406+00:00,2026-05-05T23:58:04.875193+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,85,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,530.24,414.02,1749,10,0.0005937,stop,,2026-05-05T23:58:04.347147+00:00,2026-05-05T23:58:04.877441+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,88,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,4206.18,4018.93,1653,7,0.00023276,stop,,2026-05-05T23:58:00.678769+00:00,2026-05-05T23:58:04.884991+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,90,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,4197.00,3997.81,1653,7,0.00023276,stop,,2026-05-05T23:58:00.703661+00:00,2026-05-05T23:58:04.900693+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,94,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,3380.40,3177.41,1653,7,0.00023276,stop,,2026-05-05T23:58:01.524929+00:00,2026-05-05T23:58:04.905362+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,97,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,3037.86,2842.46,1653,7,0.00023276,stop,,2026-05-05T23:58:01.879655+00:00,2026-05-05T23:58:04.917534+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,81,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,731.41,424.80,1749,10,0.0005937,stop,,2026-05-05T23:58:04.186512+00:00,2026-05-05T23:58:04.917935+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,98,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,3023.79,2816.33,1653,7,0.00023276,stop,,2026-05-05T23:58:01.894966+00:00,2026-05-05T23:58:04.918782+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-CRESTA-PERCENT,89,e774babcbb7b,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,4242.58,4033.97,1653,7,0.00023276,stop,,2026-05-05T23:58:00.688695+00:00,2026-05-05T23:58:04.931293+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,82,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,754.51,529.52,1749,10,0.0005937,stop,,2026-05-05T23:58:04.192819+00:00,2026-05-05T23:58:04.947363+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,73,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,1219.61,1039.59,1749,10,0.0005937,stop,,2026-05-05T23:58:03.748557+00:00,2026-05-05T23:58:04.968241+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,11,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,739.55,187.02,1684,12,0.000444,stop,,2026-05-05T23:58:04.265966+00:00,2026-05-05T23:58:05.005553+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,8,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-342722-384,1720.71,1530.01,1684,10,0.000233188,stop,,2026-05-05T23:58:03.406417+00:00,2026-05-05T23:58:05.127187+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,9,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-342722-384,1471.09,1262.66,1684,10,0.000233188,stop,,2026-05-05T23:58:03.667558+00:00,2026-05-05T23:58:05.138722+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,86,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,688.41,362.58,1749,10,0.0005937,stop,,2026-05-05T23:58:04.558492+00:00,2026-05-05T23:58:05.247003+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,63,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,1812.90,1796.91,1749,9,0.00135225,stop,,2026-05-05T23:58:03.502883+00:00,2026-05-05T23:58:05.315844+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,24,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,349.21,198.04,1684,12,0.000444,stop,,2026-05-05T23:58:05.005911+00:00,2026-05-05T23:58:05.355208+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,87,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,568.40,301.70,1749,10,0.0005937,stop,,2026-05-05T23:58:04.789250+00:00,2026-05-05T23:58:05.357699+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,10,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,1155.40,965.55,1684,12,0.000444,stop,,2026-05-05T23:58:04.210342+00:00,2026-05-05T23:58:05.365804+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,21,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,450.52,280.79,1684,12,0.000444,stop,,2026-05-05T23:58:04.918178+00:00,2026-05-05T23:58:05.368769+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,94,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,527.37,311.19,1749,10,0.0005937,stop,,2026-05-05T23:58:04.878410+00:00,2026-05-05T23:58:05.405845+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,92,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,573.23,356.12,1749,10,0.0005937,stop,,2026-05-05T23:58:04.833296+00:00,2026-05-05T23:58:05.406553+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,91,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,593.12,451.98,1749,10,0.0005937,stop,,2026-05-05T23:58:04.832355+00:00,2026-05-05T23:58:05.425521+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,97,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,457.54,316.08,1749,10,0.0005937,stop,,2026-05-05T23:58:04.968591+00:00,2026-05-05T23:58:05.426160+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,89,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,629.74,458.71,1749,10,0.0005937,stop,,2026-05-05T23:58:04.828631+00:00,2026-05-05T23:58:05.458412+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,20,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,554.20,392.96,1684,12,0.000444,stop,,2026-05-05T23:58:04.905994+00:00,2026-05-05T23:58:05.460258+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,88,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,693.67,469.87,1749,10,0.0005937,stop,,2026-05-05T23:58:04.815068+00:00,2026-05-05T23:58:05.508835+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,93,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,645.32,549.85,1749,10,0.0005937,stop,,2026-05-05T23:58:04.872937+00:00,2026-05-05T23:58:05.518324+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,96,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,572.58,476.60,1749,10,0.0005937,stop,,2026-05-05T23:58:04.947744+00:00,2026-05-05T23:58:05.520372+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,98,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,512.84,313.06,1749,10,0.0005937,stop,,2026-05-05T23:58:05.248010+00:00,2026-05-05T23:58:05.760930+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,100,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,430.63,305.24,1749,10,0.0005937,stop,,2026-05-05T23:58:05.358277+00:00,2026-05-05T23:58:05.788967+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADV-TRAP-011,99,e774babcbb7b,,they billed six fifty eighty,they billed $650.80,they billed $650.80,483.30,346.90,1749,10,0.0005937,stop,,2026-05-05T23:58:05.317236+00:00,2026-05-05T23:58:05.800634+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,30,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,362.77,201.57,1684,12,0.000444,stop,,2026-05-05T23:58:05.460665+00:00,2026-05-05T23:58:05.823501+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,CANONICAL-NIAGARA-ORDERID,27,e774babcbb7b,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,469.29,207.62,1684,12,0.000444,stop,,2026-05-05T23:58:05.356250+00:00,2026-05-05T23:58:05.825582+00:00
