id,entity_class,variant,prompt,input_text,expected_output,difficulty,domain,source,notes
AUG3-PERCENT-8-006,PERCENT,range,,we expect conversion to land somewhere between fifteen and twenty percent by end of year,We expect conversion to land somewhere between 15% and 20% by end of year,edge,voice_agent,synthetic_augmented_v3,range with two percent values
AUG3-PERCENT-8-007,PERCENT,over_one_hundred,,revenue grew by one hundred and fifty percent year over year which exceeded our targets,Revenue grew by 150% year over year which exceeded our targets,edge,finance,synthetic_augmented_v3,over-100 compound percent with and
AUG3-PERCENT-8-008,PERCENT,two_hundred,,the new product line delivered two hundred percent return on investment,The new product line delivered 200% return on investment,basic,meeting,synthetic_augmented_v3,exactly 200 percent
AUG3-PERCENT-8-009,PERCENT,zero_point_one,,the lab detected zero point one percent concentration of the compound in the sample,The lab detected 0.1% concentration of the compound in the sample,edge,medical,synthetic_augmented_v3,small medical concentration decimal percent
AUG3-PERCENT-8-010,PERCENT,from_to_range,,agent handle time improved from five to ten percent faster this cycle,Agent handle time improved from 5% to 10% faster this cycle,edge,contact_center,synthetic_augmented_v3,from X to Y percent range pattern
AUG3-PERCENT-8-011,PERCENT,percentage_points_medical,,the treatment reduced symptom severity by eight percentage points on the standardized scale,The treatment reduced symptom severity by 8 percentage points on the standardized scale,edge,medical,synthetic_augmented_v3,"percentage points in clinical context, must NOT become %"
AUG3-PERCENT-8-012,PERCENT,whole_number_basic,,please note that fifty percent of the account balance is already reserved,Please note that 50% of the account balance is already reserved,basic,voice_agent,synthetic_augmented_v3,straightforward 50% in customer notification
AUG3-PERCENT-8-013,PERCENT,twelve_point_five,,the quarterly bonus is set at twelve point five percent of your base salary,The quarterly bonus is set at 12.5% of your base salary,basic,finance,synthetic_augmented_v3,standard mid-value decimal percent in HR/payroll
AUG3-PERCENT-8-014,PERCENT,large_whole_number,,demand for cloud services increased by one hundred and twenty percent in the past year,Demand for cloud services increased by 120% in the past year,edge,generic,synthetic_augmented_v3,"over-100 with and, business growth stat"
AUG3-PERCENT-8-015,PERCENT,small_whole_number,,only three percent of users reported the issue after the latest patch was deployed,Only 3% of users reported the issue after the latest patch was deployed,basic,meeting,synthetic_augmented_v3,small single-digit whole number percent
AUG3-DATE-INTERVAL-9-001,DATE_INTERVAL,cross_month_late_early,,the maintenance window is scheduled from late january to early march so plan accordingly,the maintenance window is scheduled from late January – early March so plan accordingly,basic,voice_agent,synthetic_augmented_v3,cross-month with late/early modifiers; en-dash replaces 'to'
AUG3-DATE-INTERVAL-9-002,DATE_INTERVAL,cross_month_mid_late,,we are seeing elevated call volume from mid june to late august every year,we are seeing elevated call volume from mid June – late August every year,basic,contact_center,synthetic_augmented_v3,cross-month mid/late modifiers; seasonal pattern
AUG3-DATE-INTERVAL-9-003,DATE_INTERVAL,weekday_date_same_month,,the sprint runs from tuesday august twelfth to friday august fifteenth,the sprint runs from Tuesday August 12 – Friday August 15,edge,meeting,synthetic_augmented_v3,same-month weekday+date range; month stated once on left side only in output
AUG3-DATE-INTERVAL-9-004,DATE_INTERVAL,weekday_date_no_month,,the conference is monday the fifth through friday the ninth,the conference is Monday the 5th – Friday the 9th,edge,generic,synthetic_augmented_v3,weekday-with-ordinal-date range; no month given; ordinal suffixes required
AUG3-DATE-INTERVAL-9-005,DATE_INTERVAL,next_monday_through_friday,,your prescription refill window is next monday through next friday,your prescription refill window is next Monday – Friday,edge,medical,synthetic_augmented_v3,cross-week with 'next'; second 'next' dropped when same relative week implied
AUG3-DATE-INTERVAL-9-006,DATE_INTERVAL,this_thursday_to_next_monday,,the trial period runs from this thursday to next monday,the trial period runs from this Thursday – next Monday,edge,finance,synthetic_augmented_v3,cross-week with differing relative markers; both modifiers retained
AUG3-DATE-INTERVAL-9-007,DATE_INTERVAL,implicit_year_day_range,,interest accrues from the second through the fifteenth of each month,interest accrues from the 2nd – 15th of each month,basic,finance,synthetic_augmented_v3,implicit-year day range; ordinal suffixes; no month or year present
AUG3-DATE-INTERVAL-9-008,DATE_INTERVAL,all_day_sat_sun,,the system will be offline all day saturday and sunday for the upgrade,the system will be offline all day Saturday – Sunday for the upgrade,basic,voice_agent,synthetic_augmented_v3,multi-day span phrased as 'and'; converted to en-dash interval
AUG3-DATE-INTERVAL-9-009,DATE_INTERVAL,cross_month_early_mid,,enrollment is open from early october to mid november please apply soon,enrollment is open from early October – mid November please apply soon,basic,contact_center,synthetic_augmented_v3,cross-month early/mid modifiers; 'to' replaced by en-dash
AUG3-DATE-INTERVAL-9-010,DATE_INTERVAL,weekday_date_cross_month,,the audit covers friday september twenty eighth through tuesday october second,the audit covers Friday September 28 – Tuesday October 2,edge,finance,synthetic_augmented_v3,cross-month weekday+date range; both months retained for clarity
AUG3-DATE-INTERVAL-9-011,DATE_INTERVAL,next_monday_through_next_friday_explicit,,training sessions are scheduled next monday through next friday from nine to five,training sessions are scheduled next Monday – Friday from 9 – 5,edge,meeting,synthetic_augmented_v3,cross-week with explicit 'next' on both; time range also present in same sentence
AUG3-DATE-INTERVAL-9-012,DATE_INTERVAL,weekday_ordinal_cross_week,,follow up calls go out from wednesday the twenty third to monday the twenty eighth,follow up calls go out from Wednesday the 23rd – Monday the 28th,edge,contact_center,synthetic_augmented_v3,cross-week weekday+ordinal-date range; ordinal suffixes on both endpoints
AUG3-DATE-INTERVAL-10-001,DATE_INTERVAL,fiscal_fy_range,,our budget projections span fiscal year twenty twenty four through twenty twenty five,our budget projections span FY2024 – FY2025,basic,finance,synthetic_augmented_v3,full fiscal year range with spelled-out prefix
AUG3-DATE-INTERVAL-10-002,DATE_INTERVAL,fiscal_q1_q3,,revenue was up across q one through q three of twenty twenty four,revenue was up across Q1 – Q3 2024,basic,finance,synthetic_augmented_v3,fiscal quarter range with trailing year
AUG3-DATE-INTERVAL-10-003,DATE_INTERVAL,fiscal_q_no_year,,let's review performance from the first quarter to the third quarter,let's review performance from Q1 – Q3,basic,meeting,synthetic_augmented_v3,relative quarter range with no year specified
AUG3-DATE-INTERVAL-10-004,DATE_INTERVAL,half_year_single,,hiring was concentrated in the first half of twenty twenty three,hiring was concentrated in H1 2023,basic,finance,synthetic_augmented_v3,single half-year abbreviation with year
AUG3-DATE-INTERVAL-10-005,DATE_INTERVAL,half_year_range,,we're tracking spend from h two through h one next year,we're tracking spend from H2 – H1 next year,edge,finance,synthetic_augmented_v3,cross-year half-year range with relative next-year reference
AUG3-DATE-INTERVAL-10-006,DATE_INTERVAL,relative_yesterday_tomorrow,,the maintenance window is scheduled from yesterday through tomorrow,the maintenance window is scheduled from yesterday – tomorrow,basic,voice_agent,synthetic_augmented_v3,relative day range using yesterday and tomorrow
AUG3-DATE-INTERVAL-10-007,DATE_INTERVAL,relative_monday_friday,,the sprint runs from last monday to this friday,the sprint runs from last Monday – this Friday,basic,meeting,synthetic_augmented_v3,relative weekday range with last/this qualifiers
AUG3-DATE-INTERVAL-10-008,DATE_INTERVAL,relative_two_weeks_weekend,,the outage period extended from two weeks ago through last weekend,the outage period extended from two weeks ago – last weekend,edge,generic,synthetic_augmented_v3,asymmetric relative range mixing weeks-ago with last-weekend
AUG3-DATE-INTERVAL-10-009,DATE_INTERVAL,approx_month_range,,the slow season runs from roughly march through may,the slow season runs from roughly March – May,basic,contact_center,synthetic_augmented_v3,approximate month range with hedging adverb
AUG3-DATE-INTERVAL-10-010,DATE_INTERVAL,approx_holiday_newyears,,call volumes spike between the holidays and new years,call volumes spike between the holidays and New Year's,edge,contact_center,synthetic_augmented_v3,informal holiday range; New Year's requires apostrophe
AUG3-DATE-INTERVAL-10-011,DATE_INTERVAL,multiyear_short,,the fund delivered positive returns from twenty twenty through twenty twenty four,the fund delivered positive returns from 2020 – 2024,basic,finance,synthetic_augmented_v3,"five-year multi-year range, all digits in output"
AUG3-DATE-INTERVAL-10-012,DATE_INTERVAL,multiyear_long,,infrastructure investment data goes back to the year two thousand to twenty ten,infrastructure investment data goes back to 2000 – 2010,edge,meeting,synthetic_augmented_v3,long-form year-two-thousand spoken form converted to digit range
