id,entity_class,variant,prompt,input_text,expected_output,difficulty,domain,source,notes
EMAIL-S-001,EMAIL_ADDRESS,spelled_letters,,it's j o h n at acme dot com,it's john@acme.com,edge,voice_agent,synthetic,spelled-letter ASR style
EMAIL-S-002,EMAIL_ADDRESS,spelled_letters,,a l e x at startup dot io,alex@startup.io,edge,contact_center,synthetic,spelled-letter ASR style
EMAIL-S-003,EMAIL_ADDRESS,spelled_letters,,k a t e dot smith at gmail dot com,kate.smith@gmail.com,edge,contact_center,synthetic,spelled-letter ASR style
EMAIL-S-004,EMAIL_ADDRESS,spelled_letters,,r y a n underscore m at yahoo dot com,ryan_m@yahoo.com,edge,contact_center,synthetic,spelled-letter ASR style
EMAIL-S-005,EMAIL_ADDRESS,spelled_letters,,p dot patel at hospital dot org,p.patel@hospital.org,edge,medical,synthetic,spelled-letter ASR style
EMAIL-S-006,EMAIL_ADDRESS,spelled_letters,,e v a at workmail dot net,eva@workmail.net,edge,generic,synthetic,spelled-letter ASR style
EMAIL-S-007,EMAIL_ADDRESS,spelled_letters,,j q public at mail dot com,jqpublic@mail.com,edge,generic,synthetic,spelled-letter ASR style
EMAIL-S-008,EMAIL_ADDRESS,spelled_letters,,t s g at consult dot biz,tsg@consult.biz,edge,generic,synthetic,spelled-letter ASR style
EMAIL-S-009,EMAIL_ADDRESS,spelled_letters,,dr smith dot j at clinic dot com,drsmith.j@clinic.com,edge,medical,synthetic,spelled-letter ASR style
EMAIL-S-010,EMAIL_ADDRESS,spelled_letters,,admin dash hr at corp dot com,admin-hr@corp.com,edge,contact_center,synthetic,spelled-letter ASR style
EMAIL-E001,EMAIL_ADDRESS,plus_addressing,,email me at jane plus newsletter at gmail dot com,email me at jane+newsletter@gmail.com,edge,generic,synthetic,plus addressing
EMAIL-E002,EMAIL_ADDRESS,subdomain,,the address is alerts at mail dot example dot com,the address is alerts@mail.example.com,edge,generic,synthetic,subdomain
EMAIL-E003,EMAIL_ADDRESS,numeric_local,,send to four oh four at error dot dev,send to 404@error.dev,edge,generic,synthetic,numeric local part
EMAIL-E004,EMAIL_ADDRESS,uk_tld,,ping me at tom at acme dot co dot uk,ping me at tom@acme.co.uk,edge,generic,synthetic,double TLD
EMAIL-E005,EMAIL_ADDRESS,hyphen_domain,,info at well dash being dot com,info@well-being.com,edge,medical,synthetic,hyphen in domain
URL-001,URL,basic,Render URLs without the https:// prefix.,go to acme dot com,go to acme.com,basic,voice_agent,synthetic,
URL-002,URL,basic,,visit www dot example dot org,visit www.example.org,basic,generic,synthetic,
URL-003,URL,basic,Render URLs without the https:// prefix.,check google dot com,check google.com,basic,generic,synthetic,
URL-004,URL,basic,,see github dot com,see github.com,basic,generic,synthetic,
URL-005,URL,basic,Render URLs without the https:// prefix.,our site is mybiz dot io,our site is mybiz.io,basic,contact_center,synthetic,
URL-006,URL,basic,,try shop dot store,try shop.store,basic,generic,synthetic,
URL-007,URL,basic,,visit news dot ycombinator dot com,visit news.ycombinator.com,basic,meeting,synthetic,
URL-008,URL,basic,,the docs are at docs dot stripe dot com,the docs are at docs.stripe.com,basic,generic,synthetic,
URL-009,URL,basic,,see help dot company dot net,see help.company.net,basic,contact_center,synthetic,
URL-010,URL,basic,,login at portal dot bank dot com,login at portal.bank.com,basic,contact_center,synthetic,
URL-S-001,URL,spoken_form,,go to acme dot com slash signup,go to acme.com/signup,edge,voice_agent,synthetic,
URL-S-002,URL,spoken_form,,visit example dot org slash about us,visit example.org/aboutus,edge,generic,synthetic,
URL-S-003,URL,spoken_form,,the link is shop dot biz slash deals slash twenty twenty six,the link is shop.biz/deals/2026,edge,generic,synthetic,
URL-S-004,URL,spoken_form,,h t t p s colon slash slash secure dot bank dot com,https://secure.bank.com,edge,contact_center,synthetic,
URL-S-005,URL,spoken_form,,docs dot site dot com slash get dash started,docs.site.com/get-started,edge,generic,synthetic,
URL-S-006,URL,spoken_form,,our company dot com forward slash careers,ourcompany.com/careers,edge,contact_center,synthetic,
URL-S-007,URL,spoken_form,,type in m y dash store dot net,my-store.net,edge,voice_agent,synthetic,
URL-E001,URL,with_query,,the tracking link is example dot com slash order question mark id equals one two three four,the tracking link is example.com/order?id=1234,edge,contact_center,synthetic,query string
URL-E002,URL,ip_address,,ssh into one nine two dot one six eight dot one dot one,ssh into 192.168.1.1,edge,generic,synthetic,IP not URL — but spoken with dots
URL-E003,URL,ftp_protocol,,use f t p colon slash slash files dot example dot com,use ftp://files.example.com,edge,generic,synthetic,non-http scheme
ID-A-001,NUMERIC_ID,account_number,Render account numbers as contiguous digits.,your account number is four five six seven eight nine zero one two,your account number is 456789012,basic,contact_center,synthetic,
ID-A-002,NUMERIC_ID,order_id,,the order id is a b twelve thirty four five six seven,the order id is AB1234567,basic,contact_center,synthetic,
ID-A-003,NUMERIC_ID,routing_number,Render routing numbers as 9 contiguous digits.,routing number is one two one zero zero zero two four eight,routing number is 121000248,basic,finance,synthetic,
ID-A-004,NUMERIC_ID,customer_id,,your customer id is six seven eight nine zero,your customer id is 67890,basic,contact_center,synthetic,
ID-A-005,NUMERIC_ID,invoice_number,,the invoice number is i n v dash two zero two six dash zero zero four seven,the invoice number is INV-2026-0047,basic,finance,synthetic,
ID-A-006,NUMERIC_ID,confirmation_code,,your confirmation code is alpha bravo seven seven two,your confirmation code is AB772,basic,voice_agent,synthetic,
ID-A-007,NUMERIC_ID,case_number,Render case numbers as plain digits.,the case number is seven seven seven eight eight eight nine nine,the case number is 77788899,basic,contact_center,synthetic,
ID-A-008,NUMERIC_ID,ticket_id,,ticket id t k t one zero zero five,ticket id TKT1005,basic,contact_center,synthetic,
ID-A-009,NUMERIC_ID,booking_ref,,the booking reference is c h a four seven nine x,the booking reference is CHA479X,basic,voice_agent,synthetic,
ID-A-010,NUMERIC_ID,member_number,,your member number is one two three dash four five six dash seven eight nine,your member number is 123-456-789,basic,contact_center,synthetic,
ID-A-011,NUMERIC_ID,policy_number,,the policy number is p o l zero zero seven seven four two,the policy number is POL007742,basic,contact_center,synthetic,
ID-A-012,NUMERIC_ID,loyalty_number,Render loyalty numbers as plain digits.,your loyalty number is nine eight seven six five four three two one,your loyalty number is 987654321,basic,contact_center,synthetic,
ID-A-013,NUMERIC_ID,order_id,,order id three two one zero zero seven,order id 321007,basic,voice_agent,synthetic,
ID-A-014,NUMERIC_ID,rfq_id,,the reference is r f q one one one two two two,the reference is RFQ111222,basic,finance,synthetic,
ID-A-015,NUMERIC_ID,account_number,,savings account two oh oh oh five five five oh nine,savings account 200055509,basic,finance,synthetic,
ID-L-001,NUMERIC_ID,license,,license number d one two three four five six seven,license number D1234567,edge,voice_agent,synthetic,
ID-L-002,NUMERIC_ID,license,,driver's license number is c oh four nine eight seven six five four,driver's license number is C04987654,edge,voice_agent,synthetic,
ID-L-003,NUMERIC_ID,passport,,passport number is a b one two three four five six seven eight,passport number is AB12345678,edge,generic,synthetic,
ID-L-004,NUMERIC_ID,license_plate,,license plate seven a b c one two three,license plate 7ABC123,edge,voice_agent,synthetic,
ID-L-005,NUMERIC_ID,passport,,passport number m two three four five six seven eight nine,passport number M23456789,edge,generic,synthetic,
ID-C-001,NUMERIC_ID,contiguous_digits,,the id is one hundred two oh three oh oh four,the id is 100203004,edge,contact_center,synthetic,must not drop or insert digits
ID-C-002,NUMERIC_ID,contiguous_digits,,reference one thousand two hundred thirty four,reference 1234,edge,contact_center,synthetic,must not drop or insert digits
ID-C-003,NUMERIC_ID,contiguous_digits,,number nine hundred ninety nine oh oh seven,number 999007,edge,voice_agent,synthetic,must not drop or insert digits
ID-C-004,NUMERIC_ID,contiguous_digits,,id one oh oh oh oh oh oh oh seven,id 100000007,edge,contact_center,synthetic,must not drop or insert digits
ID-C-005,NUMERIC_ID,contiguous_digits,,the code is four oh four oh four oh four,the code is 4040404,edge,voice_agent,synthetic,must not drop or insert digits
ID-C-006,NUMERIC_ID,contiguous_digits,,account two thousand twenty six four five six,account 2026456,edge,contact_center,synthetic,must not drop or insert digits
ID-C-007,NUMERIC_ID,contiguous_digits,,ref number one one one two two two three three three,ref number 111222333,edge,contact_center,synthetic,must not drop or insert digits
ID-C-008,NUMERIC_ID,contiguous_digits,,ticket five hundred sixty seven oh nine,ticket 56709,edge,voice_agent,synthetic,must not drop or insert digits
ID-C-009,NUMERIC_ID,contiguous_digits,,id eight zero zero five five five oh oh oh oh,id 800555000,edge,contact_center,synthetic,must not drop or insert digits
ID-C-010,NUMERIC_ID,contiguous_digits,,number oh oh seven seven seven,number 00777,edge,contact_center,synthetic,must not drop or insert digits
ID-D-001,NUMERIC_ID,disambiguation,"This is an order ID, not a phone number.",the reference is five five five eight six seven five three oh nine,the reference is 5558675309,edge,contact_center,synthetic,"10 digits — could be phone, prompt forces ID"
ID-D-002,NUMERIC_ID,disambiguation,Render this as a contiguous account number.,the number is one hundred twenty three forty five,the number is 12345,edge,finance,synthetic,
ID-D-003,NUMERIC_ID,disambiguation,"This is a confirmation code, format as alphanumeric uppercase.",your code is delta echo seven seven two,your code is DE772,edge,voice_agent,synthetic,
ID-D-004,NUMERIC_ID,disambiguation,"This is a routing number, 9 contiguous digits.",routing one two one oh oh oh two four eight,routing 121000248,edge,finance,synthetic,
ID-D-005,NUMERIC_ID,disambiguation,"This is a customer ID, format as plain digits with no separators.",customer one two three dash four five six,customer 123456,edge,contact_center,synthetic,spoken dash should not be kept
CC-001,CREDIT_CARD,four_group,Format card numbers as XXXX XXXX XXXX XXXX (space groups).,the card is four one one one one one one one one one one one one one one one,the card is 4111 1111 1111 1111,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-002,CREDIT_CARD,four_group,,card number five five five five four four four four three three three three two two two two,card number 5555 4444 3333 2222,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-003,CREDIT_CARD,four_group,Format card numbers as XXXX XXXX XXXX XXXX (space groups).,it's four oh oh oh one two three four five six seven eight nine oh one two,it's 4000 1234 5678 9012,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-004,CREDIT_CARD,four_group,,card three seven three seven oh oh oh oh oh oh oh oh oh oh oh,card 3737 0000 0000 000,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-005,CREDIT_CARD,four_group,Format card numbers as XXXX XXXX XXXX XXXX (space groups).,the number is five one oh five one oh five one oh five one oh five one,the number is 5105 1051 0510 5151,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-006,CREDIT_CARD,four_group,,card four five three two seven seven eight eight nine nine zero zero one one two two,card 4532 7788 9900 1122,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-007,CREDIT_CARD,four_group,,it's six oh one one oh oh oh oh oh oh oh oh oh oh oh four,it's 6011 0000 0000 0004,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-008,CREDIT_CARD,four_group,,number three oh five six nine three oh oh nine oh two oh nine oh four,number 3056 9300 9020 904,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-009,CREDIT_CARD,four_group,,card four seven one six six six six six six six six six six six six six six,card 4716 6666 6666 6666,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-010,CREDIT_CARD,four_group,,the visa is four five three nine one four eight eight oh three four three six four six seven,the visa is 4539 1488 0343 6467,basic,contact_center,synthetic,"test card numbers — synthetic, not real"
CC-R-001,CREDIT_CARD,redaction,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,the card is four one one one one one one one one one one one one two three four,the card is XXXX XXXX XXXX 1234,edge,contact_center,synthetic,PCI redaction
CC-R-002,CREDIT_CARD,redaction,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,card five five five five four four four four three three three three eight eight eight eight,card XXXX XXXX XXXX 8888,edge,contact_center,synthetic,PCI redaction
CC-R-003,CREDIT_CARD,redaction,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,number four oh oh oh one two three four five six seven eight nine zero one two,number XXXX XXXX XXXX 9012,edge,contact_center,synthetic,PCI redaction
CC-R-004,CREDIT_CARD,redaction,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,his card was four seven one six six six six six six six six six four three two one,his card was XXXX XXXX XXXX 4321,edge,contact_center,synthetic,PCI redaction
CC-R-005,CREDIT_CARD,redaction,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,the visa ending in five five five five,the visa ending in 5555,edge,contact_center,synthetic,PCI redaction
CC-R-006,CREDIT_CARD,redaction,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,card four five three nine one four eight eight oh three four three six seven seven seven,card XXXX XXXX XXXX 7777,edge,contact_center,synthetic,PCI redaction
CC-E001,CREDIT_CARD,amex_15,Format Amex as XXXX XXXXXX XXXXX.,the amex is three seven one four four nine six three five three nine eight four three one,the amex is 3714 496353 98431,edge,contact_center,synthetic,Amex 15-digit
CC-E002,CREDIT_CARD,with_dashes,Format card numbers with dashes.,card four one one one one one one one one one one one one one one one,card 4111-1111-1111-1111,edge,contact_center,synthetic,
CC-E003,CREDIT_CARD,expiry_only,,expiration is oh seven slash twenty eight,expiration is 07/28,edge,contact_center,synthetic,expiry only — not full card
CC-E004,CREDIT_CARD,cvv_only,,the cvv is one two three,the cvv is 123,edge,contact_center,synthetic,CVV only
SSN-001,SSN,basic,Format SSN as XXX-XX-XXXX.,his ssn is one two three four five six seven eight nine,his ssn is 123-45-6789,basic,medical,synthetic,
SSN-002,SSN,basic,,social is four five six seven eight one two three four,social is 456-78-1234,basic,contact_center,synthetic,
SSN-003,SSN,basic,Format SSN as XXX-XX-XXXX.,ssn five five five oh one two three four five,ssn 555-01-2345,basic,contact_center,synthetic,
SSN-004,SSN,basic,,the social security number is two two two three three four four four four,the social security number is 222-33-4444,basic,medical,synthetic,
SSN-005,SSN,basic,,her ssn nine eight seven six five four three two one,her ssn 987-65-4321,basic,contact_center,synthetic,
SSN-006,SSN,basic,,ssn one one one two two three three three three,ssn 111-22-3333,basic,contact_center,synthetic,
SSN-R-001,SSN,redaction,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,his ssn is one two three four five six seven eight nine,his ssn is XXX-XX-6789,edge,medical,synthetic,PII redaction
SSN-R-002,SSN,redaction,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,social four five six seven eight one two three four,social XXX-XX-1234,edge,contact_center,synthetic,PII redaction
SSN-R-003,SSN,redaction,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,ssn five five five oh one two three four five,ssn XXX-XX-2345,edge,contact_center,synthetic,PII redaction
SSN-R-004,SSN,redaction,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,the social is two two two three three four four four four,the social is XXX-XX-4444,edge,medical,synthetic,PII redaction
SSN-R-005,SSN,redaction,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,ssn nine eight seven six five four three two one,ssn XXX-XX-4321,edge,contact_center,synthetic,PII redaction
SSN-R-006,SSN,redaction,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,ssn six six six oh one nine nine nine nine,ssn XXX-XX-9999,edge,medical,synthetic,PII redaction
SSN-E001,SSN,partial_only,,last four are six seven eight nine,last four are 6789,edge,contact_center,synthetic,partial only
SSN-E002,SSN,no_dashes,Format SSN with no separators.,ssn one two three four five six seven eight nine,ssn 123456789,edge,medical,synthetic,no dashes per prompt
SSN-E003,SSN,ambiguous_id,,the id is one two three four five six seven eight nine,the id is 123456789,edge,generic,synthetic,"9 digits — without context, render as plain number not SSN"
ADDR-001,ADDRESS,full,Format on a single line with state abbreviation and ZIP.,send it to one two three main street springfield illinois six two seven oh one,"send it to 123 Main Street, Springfield, IL 62701",basic,contact_center,synthetic,
ADDR-002,ADDRESS,full,,the office is at four five six oak avenue boston massachusetts oh two one one five,"the office is at 456 Oak Avenue, Boston, MA 02115",basic,generic,synthetic,
ADDR-003,ADDRESS,full,Format on a single line with state abbreviation and ZIP.,ship to seven eight nine elm road austin texas seven eight seven oh one,"ship to 789 Elm Road, Austin, TX 78701",basic,contact_center,synthetic,
ADDR-004,ADDRESS,full,,their address is two two two pine street seattle washington nine eight one oh one,"their address is 222 Pine Street, Seattle, WA 98101",basic,generic,synthetic,
ADDR-005,ADDRESS,full,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",basic,finance,synthetic,
ADDR-006,ADDRESS,full,,the clinic is six seven eight cherry lane denver colorado eight oh two oh two,"the clinic is 678 Cherry Lane, Denver, CO 80202",basic,medical,synthetic,
ADDR-007,ADDRESS,full,,send to nine nine nine sunset boulevard los angeles california nine oh oh six nine,"send to 999 Sunset Boulevard, Los Angeles, CA 90069",basic,generic,synthetic,
ADDR-008,ADDRESS,full,,hq is at one fifty five state street chicago illinois six oh six oh four,"hq is at 155 State Street, Chicago, IL 60604",basic,finance,synthetic,
ADDR-009,ADDRESS,full,,home address is twelve twenty four maple drive portland oregon nine seven two oh four,"home address is 1224 Maple Drive, Portland, OR 97204",basic,contact_center,synthetic,
ADDR-010,ADDRESS,full,,mail to three three three broadway new york new york one oh oh one three,"mail to 333 Broadway, New York, NY 10013",basic,generic,synthetic,
ADDR-P-001,ADDRESS,partial,,on main street downtown,on Main Street downtown,edge,generic,synthetic,
ADDR-P-002,ADDRESS,partial,,the corner of fifth and broadway,the corner of 5th and Broadway,edge,generic,synthetic,
ADDR-P-003,ADDRESS,partial,,twelve thirty four oak avenue,1234 Oak Avenue,edge,generic,synthetic,
ADDR-P-004,ADDRESS,partial,,apartment four b,Apartment 4B,edge,generic,synthetic,
ADDR-P-005,ADDRESS,partial,,suite three oh five,Suite 305,edge,generic,synthetic,
ADDR-P-006,ADDRESS,partial,,the building at seven seventy seven third avenue,the building at 777 Third Avenue,edge,generic,synthetic,
ADDR-P-007,ADDRESS,partial,,zip code nine four one oh seven,zip code 94107,edge,contact_center,synthetic,
ADDR-P-008,ADDRESS,partial,,p o box four five six,P.O. Box 456,edge,contact_center,synthetic,
ADDR-E001,ADDRESS,with_unit,,send to one two three main street apartment seven b new york new york one oh oh oh one,"send to 123 Main Street, Apt 7B, New York, NY 10001",edge,contact_center,synthetic,
ADDR-E002,ADDRESS,ordinal_street,,fifteen fifth avenue manhattan,"15 Fifth Avenue, Manhattan",edge,generic,synthetic,spelled-out ordinal as street name
ADDR-E003,ADDRESS,directional,,four five six north oak street,456 N Oak Street,edge,generic,synthetic,directional prefix
ADDR-E004,ADDRESS,highway,,exit eighty seven off i ninety five,exit 87 off I-95,edge,voice_agent,synthetic,interstate highway
ADDR-E005,ADDRESS,rural_route,,rural route two box one fifteen,RR 2 Box 115,edge,generic,synthetic,rural route
ADDR-E006,ADDRESS,intl,,ten downing street london s w one a two a a,"10 Downing Street, London SW1A 2AA",edge,generic,synthetic,UK postcode
ADDR-E007,ADDRESS,with_country,,two hundred queen street toronto ontario m five h two m nine canada,"200 Queen Street, Toronto, ON M5H 2M9, Canada",edge,generic,synthetic,Canadian postal code
DRUG-001,DRUG_WITH_DOSE,drug_dose_freq,Format dosages with mg/mcg unit abbreviations.,prescribe metformin five hundred milligrams twice daily,prescribe metformin 500 mg twice daily,basic,medical,synthetic,
DRUG-002,DRUG_WITH_DOSE,drug_dose_freq,,amoxicillin two fifty milligrams three times a day,amoxicillin 250 mg three times a day,basic,medical,synthetic,
DRUG-003,DRUG_WITH_DOSE,drug_dose_freq,Format dosages with mg/mcg unit abbreviations.,lisinopril ten milligrams once daily,lisinopril 10 mg once daily,basic,medical,synthetic,
DRUG-004,DRUG_WITH_DOSE,drug_dose_freq,,ibuprofen four hundred milligrams every six hours,ibuprofen 400 mg every 6 hours,basic,medical,synthetic,
DRUG-005,DRUG_WITH_DOSE,drug_dose_freq,Format dosages with mg/mcg unit abbreviations.,atorvastatin twenty milligrams at bedtime,atorvastatin 20 mg at bedtime,basic,medical,synthetic,
DRUG-006,DRUG_WITH_DOSE,drug_dose_freq,,levothyroxine seventy five micrograms in the morning,levothyroxine 75 mcg in the morning,basic,medical,synthetic,
DRUG-007,DRUG_WITH_DOSE,drug_dose_freq,Format dosages with mg/mcg unit abbreviations.,amlodipine five milligrams daily,amlodipine 5 mg daily,basic,medical,synthetic,
DRUG-008,DRUG_WITH_DOSE,drug_dose_freq,,omeprazole twenty milligrams before breakfast,omeprazole 20 mg before breakfast,basic,medical,synthetic,
DRUG-009,DRUG_WITH_DOSE,drug_dose_freq,,metoprolol fifty milligrams twice a day,metoprolol 50 mg twice a day,basic,medical,synthetic,
DRUG-010,DRUG_WITH_DOSE,drug_dose_freq,,warfarin two point five milligrams daily,warfarin 2.5 mg daily,basic,medical,synthetic,
DRUG-011,DRUG_WITH_DOSE,drug_dose_freq,,insulin glargine twenty units at night,insulin glargine 20 units at night,edge,medical,synthetic,
DRUG-012,DRUG_WITH_DOSE,drug_dose_freq,,acetaminophen six fifty milligrams every four hours as needed,acetaminophen 650 mg every 4 hours as needed,edge,medical,synthetic,
DRUG-013,DRUG_WITH_DOSE,drug_dose_freq,,furosemide forty milligrams in the morning,furosemide 40 mg in the morning,edge,medical,synthetic,
DRUG-014,DRUG_WITH_DOSE,drug_dose_freq,,hydrochlorothiazide twelve point five milligrams daily,hydrochlorothiazide 12.5 mg daily,edge,medical,synthetic,
DRUG-015,DRUG_WITH_DOSE,drug_dose_freq,,prednisone ten milligrams taper over two weeks,prednisone 10 mg taper over 2 weeks,edge,medical,synthetic,
INT-001,DATE_INTERVAL,range,Render date ranges as 'Month Day to Month Day'.,from january fifth to january twelfth,from January 5 to January 12,basic,meeting,synthetic,
INT-002,DATE_INTERVAL,range,,march tenth through march fifteenth,March 10 through March 15,basic,meeting,synthetic,
INT-003,DATE_INTERVAL,range,Render date ranges as 'Month Day to Month Day'.,june first to june thirtieth,June 1 to June 30,basic,finance,synthetic,
INT-004,DATE_INTERVAL,range,,the conference is october twentieth through october twenty third,the conference is October 20 through October 23,basic,meeting,synthetic,
INT-005,DATE_INTERVAL,range,,vacation from august fifth to august nineteenth,vacation from August 5 to August 19,basic,generic,synthetic,
INT-006,DATE_INTERVAL,range,,between february tenth and february fourteenth,between February 10 and February 14,basic,generic,synthetic,
INT-007,DATE_INTERVAL,range,,the sale runs december first through december twenty fourth,the sale runs December 1 through December 24,basic,contact_center,synthetic,
INT-008,DATE_INTERVAL,range,,from monday the third to friday the seventh,from Monday the 3rd to Friday the 7th,basic,meeting,synthetic,
INT-009,DATE_INTERVAL,range,,q one of twenty twenty six through q two,Q1 of 2026 through Q2,basic,finance,synthetic,
INT-010,DATE_INTERVAL,range,,two thousand twenty four to two thousand twenty six,2024 to 2026,basic,meeting,synthetic,year range — no commas
MIXED-001,MIXED,multi_entity,"Format phones, dates, and currency in their conventional US styles.",call me at five five five eight six seven five three oh nine on january fifth about the twelve hundred dollar invoice,"call me at 555-867-5309 on January 5 about the $1,200 invoice",edge,voice_agent,synthetic,phone+date+money
MIXED-002,MIXED,multi_entity,"Format dates as 'Month Day', times in 12-hour, and use the % symbol.",the meeting on march tenth at three thirty discussed a forty percent uplift,the meeting on March 10 at 3:30 PM discussed a 40% uplift,edge,meeting,synthetic,date+time+pct
MIXED-003,MIXED,multi_entity,,send the check for one thousand dollars to john at acme dot com by friday,"send the check for $1,000 to john@acme.com by Friday",edge,contact_center,synthetic,money+email+date
MIXED-004,MIXED,multi_entity,,our address is four five six oak avenue and the order id is one two three four five six seven,our address is 456 Oak Avenue and the order id is 1234567,edge,contact_center,synthetic,address+id
MIXED-005,MIXED,multi_entity,"Format dates as 'Month Day', times in 12-hour, and use the % symbol.",at noon on june tenth the rate dropped two point five percent,at 12:00 PM on June 10 the rate dropped 2.5%,edge,meeting,synthetic,time+date+pct
MIXED-006,MIXED,multi_entity,,the patient took metformin five hundred milligrams at eight a m on monday,the patient took metformin 500 mg at 8:00 AM on Monday,edge,medical,synthetic,drug+time+date
MIXED-007,MIXED,multi_entity,"Format invoice IDs as-is, currency with $, and dates as 'Month Day'.",invoice number i n v two oh two six oh oh four seven for forty seven dollars due march first,invoice number INV-2026-0047 for $47 due March 1,edge,finance,synthetic,id+money+date
MIXED-008,MIXED,multi_entity,,call eight hundred five five five three two one zero between nine a m and five p m,call 800-555-3210 between 9:00 AM and 5:00 PM,edge,contact_center,synthetic,phone+time_range
MIXED-009,MIXED,multi_entity,,we shipped one thousand two hundred units to twelve thirty four maple drive on july fourth,"we shipped 1,200 units to 1234 Maple Drive on July 4",edge,contact_center,synthetic,qty+address+date
MIXED-010,MIXED,multi_entity,,his ssn is one two three four five six seven eight nine and dob is january fifteenth nineteen ninety,"his ssn is 123-45-6789 and dob is January 15, 1990",edge,medical,synthetic,ssn+date
MIXED-011,MIXED,multi_entity,,transfer five thousand dollars from account two oh oh oh five five five to routing one two one oh oh oh two four eight,"transfer $5,000 from account 200055 to routing 121000248",edge,finance,synthetic,money+ids
MIXED-012,MIXED,multi_entity,,appointment on march third at ten thirty for amoxicillin two fifty milligrams,appointment on March 3 at 10:30 AM for amoxicillin 250 mg,edge,medical,synthetic,date+time+drug
MIXED-013,MIXED,multi_entity,,contact tom at acme dot co dot uk or call plus four four two oh seven nine four six oh nine five eight,contact tom@acme.co.uk or call +44 20 7946 0958,edge,generic,synthetic,email+phone
MIXED-014,MIXED,multi_entity,,the credit card four one one one one one one one one one one one one two three four expires oh seven slash twenty eight,the credit card 4111 1111 1111 1234 expires 07/28,edge,contact_center,synthetic,cc+date
MIXED-015,MIXED,multi_entity,,project starts q one twenty twenty six and budget is two point five million,project starts Q1 2026 and budget is $2.5M,edge,finance,synthetic,date+money
MIXED-016,MIXED,multi_entity,,the link is acme dot com slash deals and the code is save twenty for twenty percent off,the link is acme.com/deals and the code is SAVE20 for 20% off,edge,contact_center,synthetic,url+code+pct
MIXED-017,MIXED,multi_entity,,flight at sixteen forty five from sfo to jfk on august eleventh,flight at 16:45 from SFO to JFK on August 11,edge,voice_agent,synthetic,time+date
MIXED-018,MIXED,multi_entity,,about thirty five percent of customers paid two hundred dollars or more last quarter,about 35% of customers paid $200 or more last quarter,edge,finance,synthetic,pct+money
MIXED-019,MIXED,multi_entity,,call back at three p m at five one zero five five five two two three three about case seven seven seven eight eight eight,call back at 3:00 PM at 510-555-2233 about case 777888,edge,contact_center,synthetic,time+phone+id
MIXED-020,MIXED,multi_entity,,send the report to admin at school dot edu by may sixteenth at five p m,send the report to admin@school.edu by May 16 at 5:00 PM,edge,meeting,synthetic,email+date+time
MIXED-021,MIXED,multi_entity,,twelve hundred and fifty patients received fifty milligrams in twenty twenty four,"1,250 patients received 50 mg in 2024",edge,medical,synthetic,qty+dose+year
MIXED-022,MIXED,multi_entity,,yo the order is for ninety nine dollars to twelve thirty four maple drive seattle washington nine eight one oh one,"yo the order is for $99 to 1234 Maple Drive, Seattle, WA 98101",edge,contact_center,synthetic,money+address
MIXED-023,MIXED,multi_entity,,on friday june thirteenth at two p m we crossed one million users,"on Friday June 13 at 2:00 PM we crossed 1,000,000 users",edge,meeting,synthetic,date+time+qty
MIXED-024,MIXED,multi_entity,,from january to march revenue grew from one hundred thousand to one fifty thousand,"from January to March revenue grew from 100,000 to 150,000",edge,finance,synthetic,interval+money_range
MIXED-025,MIXED,multi_entity,,the account ending in four three two one was charged forty seven dollars and fifty cents,the account ending in 4321 was charged $47.50,edge,contact_center,synthetic,id+money
MIXED-026,MIXED,multi_entity,,send fax to five five five nine eight seven six and email to billing at acmecorp dot com,send fax to 555-9876 and email to billing@acmecorp.com,edge,contact_center,synthetic,phone+email
MIXED-027,MIXED,multi_entity,,we expect three hundred percent roi on the two hundred fifty thousand investment,"we expect 300% roi on the 250,000 investment",edge,finance,synthetic,pct+money
MIXED-028,MIXED,multi_entity,,set the alarm for six thirty a m on february twenty third,set the alarm for 6:30 AM on February 23,edge,voice_agent,synthetic,time+date
