id,entity_class,variant,expected_output,response,latency_ms,reasoning_tokens,completion_tokens,opus_accuracy,opus_catastrophic,opus_reason,gpt_accuracy,gpt_catastrophic,gpt_reason,opus_pass,gpt_pass,both_pass,disagree,error
AUG4-NO-ENTITY-023-44,NO_ENTITY,multi_sentence_question,"Okay, got it. Does that include shipping?",okay got it does that include shipping,200,0,9,other,False,No capitalization or punctuation applied; default formatting not performed.,other,False,Candidate left the transcript unpunctuated and uncapitalized instead of default formatting.,False,False,False,False,
AUG4-NUMERIC-ID-003-44,NUMERIC_ID,confirmation_code_nato,your confirmation code is FGH329,your confirmation code is <ID>FOXTROT GOLF HOTEL 329</ID>,208,0,17,style_violation,False,NATO words not collapsed to letters (FGH329); also added unrequested <ID> tags.,wrong_value,False,NATO words were not converted to letters and extra ID tags were added.,False,False,False,False,
AUG4-NUMERIC-ID-008-44,NUMERIC_ID,triple_digit,the code is 77720055,the code is 777 205,172,0,8,numeric_drift,True,"""Triple seven two double oh five"" should be 77720055 (8 digits); candidate produced 777205 (6 digits), dropping the second 7 and one 0.",numeric_drift,True,The candidate dropped one 7 and two 0 digits from 77720055.,False,False,False,False,
AUG4-NUMERIC-ID-018-44,NUMERIC_ID,order_with_pound,your order is number 94735281,your order is number 94735281,236,0,9,pass,False,Matches reference exactly.,pass,False,Candidate matches the reference numeric ID exactly.,True,True,True,False,
AUG4-NUMERIC-ID-019-44,NUMERIC_ID,confirmation_long_nato,confirmation code is ATN198765,confirmation code is α‑T‑N‑1‑9‑8‑7‑6‑5,176,0,19,style_violation,False,Used Greek α symbol and hyphen separators instead of standard alphanumeric ID format; digits preserved correctly.,wrong_value,False,"Alpha was rendered as Greek α instead of letter A, changing the ID value.",False,False,False,False,
AUG4-NUMERIC-ID-021-44,NUMERIC_ID,mrn_with_dash,the patient id is MRN-448201,the patient ID is EM‑AR‑EN‑DASH 448201,230,0,14,wrong_value,False,"Candidate failed to interpret ""em ar en"" as MRN and ""dash"" as the separator, producing literal ""EM-AR-EN-DASH 448201"" instead of ""MRN-448201"".",wrong_value,False,Misrecognized spoken 'MRN dash' as literal EM-AR-EN-DASH instead of MRN-.,False,False,False,False,
AUG4-NUMERIC-ID-022-44,NUMERIC_ID,case_letters_only_prefix,the case reference is SD9914,the case reference is S‑D‑9‑9‑1‑4,106,0,14,style_violation,False,Correct characters but separated with hyphens instead of being concatenated as a single ID.,style_violation,False,The ID value is correct but formatted with hyphens instead of the compact default reference style.,False,False,False,False,
AUG4-PHONE-NUMBER-004-44,PHONE_NUMBER,international_uk,London office is +44 20 7946 0958.,London office is +44 7 94 69 58,142,0,12,numeric_drift,True,"Candidate dropped digits: input had 20 7946 0958 but output shows +44 7 94 69 58, missing multiple digits.",numeric_drift,True,Phone number digits were dropped and regrouped versus +44 20 7946 0958.,False,False,False,False,
AUG4-PHONE-NUMBER-011-44,PHONE_NUMBER,extension_with_pound,Call (305) 555-0119 ext. 204.,call 355555 119 extension 204,172,0,10,numeric_drift,True,"Phone number digits mangled: ""355555 119"" drops digits from the correct 305-555-0119.",numeric_drift,True,Phone number digits changed from 305-555-0119 to 355555119.,False,False,False,False,
AUG4-PHONE-NUMBER-013-44,PHONE_NUMBER,us_country_code,Escalations go to 1-877-555-0155.,escalations go to 1‑877‑555‑0155,166,0,13,pass,False,Phone number is correctly formatted; missing capitalization and period are minor stylistic differences.,pass,False,Phone number digits and country code are correct; punctuation/capitalization are stylistic.,True,True,True,False,
AUG4-PHONE-NUMBER-021-44,PHONE_NUMBER,us_default,Call (305) 555-0167 for the consult.,call 03555‑0167 for the consult,139,0,9,numeric_drift,True,"Dropped digits: ""305 555 0167"" became ""03555-0167"", losing digits from the phone number.",numeric_drift,True,Phone number digits were changed/dropped from 3055550167 to 035550167.,False,False,False,False,
AUG4-PHONE-NUMBER-023-44,PHONE_NUMBER,e164_prompted,Add my contact +16175550131.,add my contact +1‑675‑555‑1313,189,0,11,numeric_drift,True,"Digits altered: 6175550131 became 6755551313, dropping/shifting digits.",numeric_drift,True,Phone number digits changed from 6175550131 to 6755551313.,False,False,False,False,
AUG4-PHONE-NUMBER-024-44,PHONE_NUMBER,international_australia,Sydney desk is +61 2 9374 4000.,sydney desk is plus six one two nine three seven four four oh oh oh,228,0,15,other,True,Candidate did not format; returned input unchanged with words instead of digits.,other,False,Phone number was left unformatted instead of converted to digits/international format.,False,False,False,False,
AUG4-TIME-003-44,TIME,military_24h,The security shift change happens at 14:00.,the security shift change happens at 14:00,157,0,9,pass,False,Time correctly formatted as 14:00; capitalization/punctuation are minor stylistic differences.,pass,False,The time is correctly formatted as 14:00; casing/punctuation differences are acceptable.,True,True,True,False,
AUG4-TIME-004-44,TIME,military_24h,The briefing starts at 09:30 in conference room B.,the briefing starts at 09:30 in conference room B,164,0,11,pass,False,Time correctly formatted as 09:30; missing capitalization and period are minor.,pass,False,Time is correctly formatted as 09:30; casing/punctuation differences are acceptable.,True,True,True,False,
AUG4-TIME-009-44,TIME,noon_midnight,The system maintenance window starts at 12:00 AM.,the system maintenance window starts at 12:00 AM,167,0,11,style_violation,False,Time value correct but missing capitalization and terminal punctuation.,pass,False,Midnight is correctly formatted as 12:00 AM; casing/punctuation differences are acceptable.,False,True,False,True,
AUG4-TIME-011-44,TIME,timezone_eastern,The earnings call begins at 3:00 PM ET.,the earnings call begins at 3 p.m. Eastern,173,0,11,style_violation,False,"Time value correct but missing capitalization and sentence-final period; ""Eastern"" spelled out instead of ET is acceptable variant.",pass,False,The time and Eastern timezone are correctly formatted with an acceptable stylistic variant.,False,True,False,True,
AUG4-TIME-014-44,TIME,military_24h,Deploy the patch at 22:00 tonight.,deploy the patch at 22:00 tonight,177,0,10,pass,False,Time correctly formatted as 22:00; missing capitalization/period is minor.,pass,False,Time is correctly formatted as 22:00; casing/punctuation differences are acceptable.,True,True,True,False,
AUG4-TIME-016-44,TIME,quarter_half,The pharmacy reopens 1:30 PM in the afternoon.,the pharmacy reopens half past one in the afternoon,169,0,9,other,False,Candidate returned input unchanged; did not format the time entity.,other,False,Time expression was left unformatted instead of converted to 1:30 PM.,False,False,False,False,
AUG4-TIME-020-44,TIME,quarter_to_pm,The doctor will see you at 3:45 PM.,the doctor will see you at 3:45 PM.,170,0,12,style_violation,False,Time formatted correctly but sentence not capitalized.,pass,False,Time value is correctly formatted as 3:45 PM; casing/punctuation differences are acceptable.,False,True,False,True,
AUG5-CREDIT-CARD-006-50,CREDIT_CARD,triple_chunked,I wrote down 5444 9876 1234 0005.,i wrote down 5‑3‑4‑9‑8‑7‑6‑1‑2‑3‑4‑0‑5,162,0,27,numeric_drift,True,"Dropped digits: ""triple four"" became single 3, ""triple zero"" became single 0, missing digits from 16-digit card.",numeric_drift,True,Credit card digits are wrong and many digits were dropped/substituted.,False,False,False,False,
AUG5-CREDIT-CARD-011-50,CREDIT_CARD,dashes_override,Bill 4242-4242-4242-4242.,bill four two four two four two four two four two four two four two four two,150,0,17,other,False,Candidate returned input unchanged; did not format the credit card number.,other,False,Candidate left the credit card words unformatted instead of converting to digits with dashes.,False,False,False,False,
AUG5-CREDIT-CARD-021-50,CREDIT_CARD,amex_natural,The corporate Amex starts with 37 and the full number is 3782 819463 11005 5.,the corporate Amex starts with three seven and the full number is 37828194631155.,183,0,19,numeric_drift,True,"Input digits are 3782819463110055 (16 digits) but candidate produced 37828194631155 (14 digits), dropping digits.",numeric_drift,True,Credit card number dropped two zeros and did not format the leading 37 phrase as digits.,False,False,False,False,
AUG5-CREDIT-CARD-036-51,CREDIT_CARD,all_oh,Card on file is 4000 0000 1234 5678.,card on file is 4 0 0 0 0 0 0 1 2 3 4 5 6 7 8,235,0,33,numeric_drift,True,Candidate has only 15 digits (4 000 0000 1234 5678 is 16); dropped a zero and failed to format as credit card.,numeric_drift,True,Candidate dropped one zero from the credit card number and did not format it correctly.,False,False,False,False,
AUG5-CREDIT-CARD-041-51,CREDIT_CARD,discover_16,The Discover card reads 6011 7722 3344 5566.,"the Discover Card reads $601,772,233,445,566",177,0,13,numeric_drift,True,Credit card formatted as dollar amount with dropped digit (15 digits instead of 16).,numeric_drift,True,"Credit card digits were reformatted as a money/large number, changing grouping and adding a dollar sign/comma interpretation.",False,False,False,False,
AUG5-CREDIT-CARD-028-50,CREDIT_CARD,redact_amex_natural,Please charge my Amex XXXX XXXX XXXX 4044.,please charge my amex XXXX XXXX XXXX 4661 22 44,839,0,14,numeric_drift,True,"Last four digits should be 4044 but candidate produced 4661 with trailing extra digits, mangling the card number.",numeric_drift,True,Redacted card retains the wrong visible digits and extra digit groups instead of last four 0044/4044 per reference.,False,False,False,False,
AUG5-CREDIT-CARD-044-51,CREDIT_CARD,slow_dictation,Ready 4 pause 3 pause 2 pause 1 pause 9876 1234 5678.,ready four pause three pause two pause one pause nine eight seven six one two three four five six seven eight,187,0,20,other,True,Candidate returned input unchanged; digits not converted to numerals and no formatting applied.,other,False,Candidate left the transcript unformatted instead of converting spoken card digits to numerals.,False,False,False,False,
AUG5-CREDIT-CARD-045-51,CREDIT_CARD,amex_oh,Corp Amex 3700 554433 22110.,corp amex 37 05544 332211 oh,121,0,11,numeric_drift,True,"Digits transcribed incorrectly: ""37 05544 332211 oh"" vs reference ""3700 554433 22110""; ""oh"" not converted to 0 and grouping/digits wrong.",numeric_drift,True,Credit card digits are regrouped and the final 0 is rendered as 'oh' instead of a digit.,False,False,False,False,
AUG5-CREDIT-CARD-047-51,CREDIT_CARD,with_expiry,Card 4982 3311 5577 9988 expires next June.,card 49823311577998 expires next June,139,0,9,numeric_drift,True,Candidate dropped digits: 14 digits instead of 16 (4982 3311 5577 9988).,numeric_drift,True,Credit card digits were changed/dropped: expected 4982331155779988 but got 49823311577998.,False,False,False,False,
AUG5-CREDIT-CARD-050-51,CREDIT_CARD,redaction_mc,Mastercard XXXX XXXX XXXX 9911.,mastercard XXXX XXXX XXXX 2239 9911,136,0,10,wrong_value,True,"Candidate appended extra digits ""2239 9911"" instead of just last four ""9911"", breaking the redaction format.",numeric_drift,True,Redaction left extra digits visible and changed the required credit card representation.,False,False,False,False,
AUG5-CREDIT-CARD-055-51,CREDIT_CARD,voicemail,Hey leaving my card on voicemail 4678 1234 9876 5432 call back.,hey leaving my card on voicemail 467‑812‑349‑876‑5432 call back,119,0,18,numeric_drift,True,"Digit grouping misaligns the 16-digit card into 3-3-3-4 groups, altering the perceived number structure though digits are preserved.",numeric_drift,False,Credit card digits are regrouped with hyphens but preserve all digits; however formatting creates ambiguous different numeric chunks.,False,False,False,False,
AUG5-CREDIT-CARD-060-51,CREDIT_CARD,clean_basic,The corporate Visa is 4512 8934 5678 9012.,"the corporate visa is $45,128,934,567,890,12",201,0,15,numeric_drift,True,"Credit card formatted as money with comma grouping, dropping a digit count structure and misrepresenting the number.",numeric_drift,True,Credit card digits were incorrectly formatted as a money amount with altered grouping.,False,False,False,False,
AUG5-CREDIT-CARD-062-52,CREDIT_CARD,double_chunked,The card is 4377 2299 8165 4321.,the card ends in 4377 2981 6543 21,284,0,14,numeric_drift,True,"Candidate dropped digits: ""double two double nine"" should yield 2299 but produced 29, resulting in only 14 digits instead of 16.",numeric_drift,True,Credit card digits were dropped and regrouped incorrectly versus 4377 2299 8165 4321.,False,False,False,False,
AUG5-CREDIT-CARD-067-52,CREDIT_CARD,oh_heavy,Charge it to 4000 0000 6789 1234.,"charge it to $4,000,000,789,123,456.789.123.4",186,0,20,numeric_drift,True,Credit card digits are mangled into a money-like value with wrong digits and structure.,numeric_drift,True,Credit card digits were misformatted as a monetary decimal and extra punctuation/scale changed the numeric entity.,False,False,False,False,
AUG5-CREDIT-CARD-069-52,CREDIT_CARD,discover_clean,The Discover card is 6011 7283 9456 1234.,the Discover Card is $601‑728‑394‑561‑2344,132,0,14,numeric_drift,True,"Digits regrouped incorrectly and an extra digit ""4"" added; also wrongly prefixed with ""$"".",numeric_drift,True,"Credit card digits/format are wrong, including a dollar sign and regrouping as 601-728-394-561-2344 instead of 6011 7283 9456 1234.",False,False,False,False,
AUG5-CREDIT-CARD-083-52,CREDIT_CARD,name_distractor,The card under name Margaret Holloway is 5388 4422 7799 1166.,"the card under name Margaret Holloway is $5,388,442,779,911,66",133,0,19,numeric_drift,True,"Credit card formatted as money with wrong grouping; final group ""66"" is only 2 digits, indicating malformed numeric output.",numeric_drift,True,Credit card digits were incorrectly formatted as a money amount with altered grouping/commas.,False,False,False,False,
AUG5-CREDIT-CARD-084-52,CREDIT_CARD,redact_amex_short,The Amex is XXXX XXXXXX X4972.,the amex is XXXX XXXX XXXX 9678 3349 972,177,0,14,wrong_value,True,Last four should be 4972 but candidate ends with 972 and includes extra digits; format does not match X#### pattern.,numeric_drift,True,Credit card digits are grouped incorrectly and the visible last four are not 4972.,False,False,False,False,
AUG5-CREDIT-CARD-089-52,CREDIT_CARD,jcb_clean,The JCB card is 3528 9976 5432 1198 7.,the JCB card is 35289976543211987,129,0,11,style_violation,False,Digits correct but no spacing/grouping and missing capitalization/punctuation.,pass,False,Credit card digits are correct; spacing/capitalization are equivalent default formatting variants.,False,True,False,True,
AUG5-CREDIT-CARD-096-53,CREDIT_CARD,redact_space_delim,The card on file is XXXX XXXX XXXX 4762.,the card on file is XXXX XXXX XXXX 4809,208,0,11,numeric_drift,True,Last four digits should be 4762 but candidate produced 4809.,numeric_drift,True,The redacted card shows the wrong last four digits (4809 instead of 4762).,False,False,False,False,
AUG5-CREDIT-CARD-099-53,CREDIT_CARD,redact_triples_doubles,Verify card XXXX XXXX XXXX 4811.,verify card XXXX XXXX XXXX 1234,119,0,9,wrong_value,True,"Last four digits should be 4811 (from ""four eight one""... actually parsing: 4 999 88 26 1 33 55 9 48 1 — last four are 9481), but candidate produced 1234 which is fabricated.",numeric_drift,True,"Last four credit card digits should be 4811, not 1234.",False,False,False,False,
AUG5-NO-ENTITY-007-50,NO_ENTITY,meeting_proper_noun,Sarah mentioned she would handle that part of the project.,sarah mentioned she would handle that part of the project,183,0,10,style_violation,False,"Failed to capitalize proper noun ""Sarah"" and sentence start, and missing terminal period.",other,False,Candidate failed default capitalization and terminal punctuation for the sentence/proper noun.,False,False,False,False,
AUG5-NO-ENTITY-022-50,NO_ENTITY,meeting_long,"I was talking to the team earlier and we all kind of agreed that the current direction is working, but we might want to revisit it later.",i was talking to the team earlier and we all kind of agreed that the current direction is working but we might want to revisit it later,116,0,26,other,False,No capitalization or punctuation applied; output is identical to raw input.,other,False,"Candidate left the transcript unformatted, missing capitalization and punctuation.",False,False,False,False,
AUG5-NO-ENTITY-026-50,NO_ENTITY,contact_center_polite_close,"Alright, that sounds good. Thanks again for your patience.",alright that sounds good thanks again for your patience,103,0,9,style_violation,False,Missing capitalization and punctuation; output left as raw lowercase input.,other,False,Candidate failed to apply basic sentence capitalization and punctuation.,False,False,False,False,
AUG5-NO-ENTITY-028-50,NO_ENTITY,medical_vague_time,I have had this cough for like a while now and it just will not go away.,i have had this cough for like a while now and it just will not go away,247,0,16,style_violation,False,Missing capitalization and terminal punctuation expected in default formatting.,pass,False,Only capitalization and final punctuation differ; default formatting equivalently preserves content.,False,True,False,True,
AUG5-NO-ENTITY-029-50,NO_ENTITY,voice_agent_disambig,"Wait, did you mean the first option or the second one?",wait did you mean the first option or the second one,180,0,10,style_violation,False,"Missing capitalization, comma, and question mark; no formatting applied.",other,False,"Candidate left the sentence unformatted, missing capitalization, comma, and question mark.",False,False,False,False,
AUG5-NO-ENTITY-032-51,NO_ENTITY,voice_agent_apology,"I am sorry, I did not quite catch that. Could you repeat it?",i am sorry i did not quite catch that could you repeat it,101,0,12,style_violation,False,No capitalization or punctuation applied; default formatting expected.,other,False,"Candidate left the utterance unformatted, missing capitalization and punctuation.",False,False,False,False,
AUG5-NO-ENTITY-034-51,NO_ENTITY,contact_center_thanks,Thank you so much for your patience today.,thank you so much for your patience today,173,0,9,style_violation,False,Missing capitalization and terminal punctuation.,pass,False,"Only capitalization and punctuation differ, acceptable default formatting.",False,True,False,True,
AUG5-NO-ENTITY-035-51,NO_ENTITY,generic_weather,It has been raining nonstop for days and I am so over it.,it has been raining nonstop for days and i am so over it,121,0,12,style_violation,False,Missing capitalization and terminal punctuation expected in default formatting.,other,False,Candidate left the transcript uncapitalized and unpunctuated instead of applying default formatting.,False,False,False,False,
AUG5-NO-ENTITY-037-51,NO_ENTITY,voice_agent_confirm,"Okay, got it. Is there anything else I can help you with?",okay got it is there anything else i can help you with,123,0,11,style_violation,False,No capitalization or punctuation applied; default formatting not performed.,other,False,Candidate failed to add basic capitalization and punctuation.,False,False,False,False,
AUG5-NO-ENTITY-048-51,NO_ENTITY,meeting_proper_noun,John mentioned earlier that we should probably revisit this next quarter.,john mentioned earlier that we should probably revisit this next quarter,128,0,10,style_violation,False,"Failed to capitalize proper noun ""John"" and sentence start, and missing terminal period.",other,False,Candidate failed default capitalization and punctuation formatting.,False,False,False,False,
AUG5-NO-ENTITY-050-51,NO_ENTITY,medical_two_utterances,The swelling has gone down a lot. It feels much better now.,the swelling has gone down a lot it feels much better now,165,0,11,other,False,Candidate left input unchanged; missing capitalization and sentence-boundary punctuation.,other,False,Candidate failed to add expected capitalization and sentence punctuation.,False,False,False,False,
AUG5-NO-ENTITY-053-51,NO_ENTITY,contact_center_apology,I apologize for the inconvenience. This must be really annoying.,i apologize for the inconvenience this must be really annoying,193,0,9,style_violation,False,No capitalization or punctuation applied; default formatting not performed.,other,False,Candidate left the transcript unformatted instead of adding capitalization and punctuation.,False,False,False,False,
AUG5-NO-ENTITY-059-51,NO_ENTITY,contact_center_long,So basically I have been trying to get this sorted out for a while and nobody seems to know what is going on.,so basically i have been trying to get this sorted out for a while and nobody seems to know what is going on,109,0,22,style_violation,False,Missing capitalization and terminal punctuation versus reference.,other,False,Candidate left the sentence uncapitalized and unpunctuated instead of applying default formatting.,False,False,False,False,
AUG5-NO-ENTITY-062-52,NO_ENTITY,finance_general,I was thinking about moving some of my savings into something safer.,i was thinking about moving some of my savings into something safer,96,0,11,style_violation,False,Missing capitalization and terminal punctuation expected in default formatting.,pass,False,"Only capitalization and punctuation differ from the reference, with no entity changes.",False,True,False,True,
AUG5-NO-ENTITY-063-52,NO_ENTITY,medical_symptom,My throat has been feeling kind of scratchy since yesterday morning.,my throat has been feeling kind of scratchy since yesterday morning,161,0,11,style_violation,False,Missing capitalization and terminal punctuation.,other,False,Candidate did not apply default capitalization and punctuation.,False,False,False,False,
AUG5-NO-ENTITY-069-52,NO_ENTITY,voice_agent_clarify,"Um, could you say that one more time? I did not hear you.",um could you say that one more time i did not hear you,100,0,12,style_violation,False,Candidate did not apply capitalization or punctuation as default formatting requires.,other,False,Candidate left transcript unpunctuated and uncapitalized instead of applying default formatting.,False,False,False,False,
AUG5-NO-ENTITY-072-52,NO_ENTITY,meeting_proper_noun_amazon,Amazon has been one of our biggest competitors in that space.,amazon has been one of our biggest competitors in that space,100,0,10,wrong_value,False,"Failed to capitalize proper noun ""Amazon"" and missing terminal punctuation.",other,False,Candidate failed default capitalization and terminal punctuation for the proper noun sentence.,False,False,False,False,
AUG5-NO-ENTITY-073-52,NO_ENTITY,contact_center_ack,"Yeah, no, totally, I completely understand where you are coming from.",yeah no totally i completely understand where you are coming from,165,0,10,style_violation,False,No capitalization or punctuation applied; default formatting expected.,other,False,"Candidate left the transcript unformatted, missing capitalization and punctuation.",False,False,False,False,
AUG5-NO-ENTITY-081-52,NO_ENTITY,voice_agent_repeat,"Sorry about that, let me try that again.",sorry about that let me try that again,159,0,9,style_violation,False,"Missing capitalization, comma, and period; default formatting not applied.",other,False,"Candidate left the transcript unformatted, missing capitalization and punctuation.",False,False,False,False,
AUG5-NO-ENTITY-091-53,NO_ENTITY,contact_center_complaint,This is honestly the third time I'm calling about the same issue.,this is honestly the third time im calling about the same issue,171,0,11,style_violation,False,"Candidate did not apply capitalization, apostrophe, or terminal punctuation.",other,False,"Candidate left the transcript unformatted, missing capitalization, apostrophe, and punctuation.",False,False,False,False,
AUG5-NO-ENTITY-100-53,NO_ENTITY,generic_long_sentence,I was thinking maybe we could try that new place down the street if everyone is up for it tonight.,i was thinking maybe we could try that new place down the street if everyone is up for it tonight,149,0,19,style_violation,False,"Missing capitalization of ""I"" and sentence-final period.",other,False,Candidate failed default capitalization and final punctuation.,False,False,False,False,
AUG5-NO-ENTITY-106-53,NO_ENTITY,contact_center_with_brand,I used to bank with Chase before switching over.,i used to bank with Chase before switching over,168,0,10,style_violation,False,Missing sentence capitalization and terminal punctuation.,other,False,Candidate capitalized the brand but missed sentence capitalization and final punctuation.,False,False,False,False,
AUG5-NO-ENTITY-116-53,NO_ENTITY,contact_center_with_name,Mike was the one who helped me out the last time.,mike was the one who helped me out the last time,151,0,11,style_violation,False,"Missing capitalization of ""Mike"" and terminal punctuation.",other,False,Candidate failed default capitalization and terminal punctuation.,False,False,False,False,
AUG5-NO-ENTITY-119-53,NO_ENTITY,medical_history,My mother had something similar when she was younger.,my mother had something similar when she was younger,115,0,10,style_violation,False,Missing capitalization and terminal punctuation.,other,False,Candidate failed basic default formatting capitalization and final punctuation.,False,False,False,False,
AUG5-NO-ENTITY-120-54,NO_ENTITY,voice_agent_clarification,"Sorry, I didn't quite catch that. Could you say it again?",sorry i didn't quite catch that could you say it again,166,0,10,style_violation,False,Missing capitalization and sentence punctuation; only added apostrophe.,other,False,Candidate fixes the contraction but leaves sentence uncapitalized and unpunctuated.,False,False,False,False,
AUG5-NUMERIC-ID-001-50,NUMERIC_ID,order_long_digits,I placed order number 24819365.,i placed order number 24819365,163,0,11,pass,False,Correct digits; missing capitalization and period are minor style.,pass,False,Numeric ID is correct; capitalization and final punctuation are acceptable defaults.,True,True,True,False,
AUG5-NUMERIC-ID-010-50,NUMERIC_ID,mrn_with_double,Chart MRN is 3375119.,chart MRN is 37 57 19,187,0,10,numeric_drift,True,"""Double three seven five double one nine"" = 3375119, but candidate produced 375719, dropping digits.",numeric_drift,True,The MRN digits were grouped incorrectly and missing/altered relative to 3375119.,False,False,False,False,
AUG5-NUMERIC-ID-017-50,NUMERIC_ID,mrn_with_oh,The MRN on file is 50320098.,the MRN on file is 5032098,191,0,9,numeric_drift,True,"Candidate produced 7 digits (5032098) instead of 8 (50320098); dropped a zero from ""two oh oh"".",numeric_drift,True,Dropped one zero in the MRN: 50320098 became 5032098.,False,False,False,False,
AUG5-NUMERIC-ID-023-50,NUMERIC_ID,patient_id_nato,Patient ID PHR-9274.,patient ID: PAPA HOTEL ROMEO-9 274,152,0,11,style_violation,True,NATO words not converted to initials (PHR); digits split with a space instead of joined as 9274.,numeric_drift,True,Digits were spaced as '9 274' rather than the correct contiguous ID '9274' and NATO letters were not converted.,False,False,False,False,
AUG5-NUMERIC-ID-028-50,NUMERIC_ID,case_id_short,Refer to case SR-88.,refer to case S R‑8 8,109,0,12,style_violation,False,"Case ID rendered as ""S R-8 8"" with spaces instead of ""SR-88""; also missing capitalization and period.",style_violation,False,The ID value is present but not collapsed into the normal SR-88 format.,False,False,False,False,
AUG5-NUMERIC-ID-029-50,NUMERIC_ID,order_eleven_digit,Order ID 76543210987.,order ID 7654321‑987,131,0,12,numeric_drift,True,"Candidate output ""7654321-987"" has only 10 digits, dropping a digit from the 11-digit ID 76543210987.",numeric_drift,True,"The numeric ID is split with a hyphen, changing the contiguous 11-digit order ID formatting.",False,False,False,False,
AUG5-NUMERIC-ID-031-51,NUMERIC_ID,order_seven_digits,Please ship order number 2481936.,please ship order number 2481936,161,0,10,pass,False,Digits correctly converted; capitalization/punctuation minor stylistic differences.,pass,False,Correct numeric ID; capitalization and final period are stylistic.,True,True,True,False,
AUG5-NUMERIC-ID-033-51,NUMERIC_ID,confirmation_nato,Confirmation code JK9421.,confirmation code JULIET KILO NINE FOUR TWO ONE,190,0,11,other,True,Candidate failed to decode NATO alphabet and digit words into the alphanumeric ID JK9421.,other,True,The code was left as words instead of formatted as alphanumeric JK9421.,False,False,False,False,
AUG5-NUMERIC-ID-034-51,NUMERIC_ID,tracking_ups_long,UPS tracking 1Z999AA10123456789.,UPS tracking number 1999AA10123456789,130,0,10,numeric_drift,True,"Candidate dropped the leading 'Z' from ""1Z999AA..."" producing ""1999AA..."" — a character substitution/drop in the tracking ID.",numeric_drift,True,"Tracking ID changed 1Z999AA10123456789 to 1999AA10123456789, substituting Z with 9.",False,False,False,False,
AUG5-NUMERIC-ID-047-51,NUMERIC_ID,mrn_double_letters,The chart number is MRN-447281.,the chart number is MRN-447281,159,0,10,style_violation,False,Correct ID value but missing capitalization and terminal punctuation.,pass,False,Correctly formats the MRN numeric ID; casing/punctuation differences are acceptable.,False,True,False,True,
AUG5-NUMERIC-ID-055-51,NUMERIC_ID,confirmation_dash,Your confirmation is T5-7729.,your confirmation is tango 57‑79,159,0,10,numeric_drift,True,"Candidate dropped a digit: ""5-7729"" became ""57-79"", losing one digit.",numeric_drift,True,"The numeric ID should be T5-7729, but digits/letters were changed and dropped.",False,False,False,False,
AUG5-NUMERIC-ID-058-51,NUMERIC_ID,case_double_dash,Escalation ID SUP-2024-0911.,Escalation ID: 2024-0911,237,0,10,other,True,"Dropped the ""SUP"" prefix from the numeric ID.",wrong_value,False,Candidate dropped the SUP prefix from the numeric ID.,False,False,False,False,
AUG5-NUMERIC-ID-061-52,NUMERIC_ID,order_seven_digits,I would like to check on order number 3812946.,i would like to check on order number 3812946,178,0,11,style_violation,False,Numeric ID is correct but missing capitalization and terminal punctuation.,pass,False,Numeric ID is correct; capitalization and final punctuation differences are acceptable.,False,True,False,True,
AUG5-NUMERIC-ID-077-52,NUMERIC_ID,loan_account,Loan account 2250398147 0.,loan account 225‑398‑147,184,0,9,numeric_drift,True,"Candidate output is 225398147 (9 digits), but input has 11 digits (2,2,5,0,3,9,8,1,4,7 = 10 digits actually; candidate dropped the 0 and a digit).",numeric_drift,True,Candidate drops digits from the loan account number and changes 2250398147 to 225398147.,False,False,False,False,
AUG5-NUMERIC-ID-078-52,NUMERIC_ID,order_singletons,Order AB-91732.,order a b dash nine one seven three two,159,0,10,other,False,Candidate returned input unchanged; failed to format the order ID.,other,False,Candidate left the NUMERIC_ID unformatted instead of converting to AB-91732.,False,False,False,False,
AUG5-NUMERIC-ID-082-52,NUMERIC_ID,warranty_long,Warranty claim WC-4477098123.,warranty claim W C‑4‑4‑7‑7‑0‑9‑8‑1‑2‑3,147,0,24,style_violation,False,"Digits are correct but formatted with hyphens between each digit and ""W C"" not joined, not standard ID formatting.",numeric_drift,True,"Digits are separated and the spoken 'oh' was rendered as 0, but the numeric ID value is preserved; however WC was split and ID formatting is incorrect.",False,False,False,False,
AUG5-PHONE-NUMBER-015-50,PHONE_NUMBER,hyphen_spoken,Text me at (312) 555-0127.,text me at 312-555-0127,173,0,9,pass,False,Phone number digits correct; hyphenated format is a valid equivalent variant.,pass,False,Phone number digits are correct and hyphenated format is an acceptable default variant.,True,True,True,False,
AUG5-PHONE-NUMBER-030-50,PHONE_NUMBER,e164_prompted,The London line is +442079460123.,the london line is +44279460123,170,0,12,numeric_drift,True,"Candidate dropped a digit: ""+44279460123"" instead of ""+442079460123"" (missing the 0 from ""two oh seven"").",numeric_drift,True,"The phone number is missing the 0 after 44, changing +442079460123 to +44279460123.",False,False,False,False,
AUG5-PHONE-NUMBER-031-51,PHONE_NUMBER,us_10_digit,My cell is (202) 555-0167.,my cell is 202‑555‑0167,256,0,9,pass,False,Phone number correctly formatted; dashes vs parens is an equivalent valid variant when no style was prompted.,pass,False,Phone number digits are correct and hyphenated format is equivalent by default.,True,True,True,False,
