id,entity_class,expected_output,transcript,stt_latency_ms,stt_error,exact_match,opus_label,opus_notes,opus_pass,gpt_label,gpt_notes,gpt_pass,both_pass,disagree
PHONE-005,PHONE_NUMBER,his cell is 617-555-4987,His cell is (617) 555-4987.,161,,False,style_violation,Phone number digits match but formatted with parentheses instead of dashes.,False,pass,Phone number digits are correct and formatted in a standard grouped style.,True,False,True
PHONE-004,PHONE_NUMBER,reach support at 800-555-3210,Reach support at 805553210.,182,,False,style_violation,Phone number digits correct but missing grouping/hyphens.,False,numeric_drift,The phone number has incorrect/missing digits and is not properly grouped.,False,False,False
CANONICAL-RINGCENTRAL-PHONE,PHONE_NUMBER,you can reach us at 800-729-7234,You can reach us at 807297234.,252,,False,style_violation,Phone number digits correct but missing grouping/hyphens and missing leading digit grouping.,False,numeric_drift,The phone number digits do not match and are not properly grouped.,False,False,False
PHONE-E164-002,PHONE_NUMBER,the number is +16465558901,The number is 6465558901.,140,,False,style_violation,Phone digits correct but missing country code prefix and grouping formatting.,False,numeric_drift,The transcript omits the +1 country code from the phone number.,False,False,False
PHONE-P-001,PHONE_NUMBER,call (503) 555-8880 for details,Call (503) 555-8880 for details.,141,,True,pass,Phone number formatted correctly; only capitalization and punctuation differ.,True,pass,The phone number is correctly formatted and matches the reference.,True,True,False
PHONE-X001,PHONE_NUMBER,call 212-555-1234 ext. 407,Call (212) 555-1234 extension 407.,146,,False,style_violation,Phone number formatted with parentheses and 'extension' spelled out instead of 'ext.',False,pass,Phone number and extension are correctly formatted with the same values.,True,False,True
PHONE-X002,PHONE_NUMBER,in London it's +44 20 7946 0958,In London it's 442079460958,151,,False,style_violation,Phone digits correct but missing '+' and spacing groups.,False,style_violation,The phone number digits match but the plus sign and grouping are missing.,False,False,False
SSN-001,SSN,his ssn is 123-45-6789,His son is 12 3456789.,142,,False,style_violation,SSN digits correct but not formatted with standard hyphens (xxx-xx-xxxx).,False,style_violation,The SSN digits are present but not formatted with hyphens as 123-45-6789.,False,False,False
SSN-002,SSN,social is 456-78-1234,Social is 456-78-1234,149,,True,pass,SSN formatted correctly with hyphens; only capitalization differs.,True,pass,The social security number is correctly formatted and matches the reference.,True,True,False
SSN-003,SSN,ssn 555-01-2345,10555012345.,133,,False,style_violation,SSN digits present but missing hyphen formatting and contains extra leading digits.,False,numeric_drift,The SSN digits include extra leading digits and are not formatted as 555-01-2345.,False,False,False
SSN-004,SSN,the social security number is 222-33-4444,The social security number is 222-33-4444.,144,,True,pass,SSN formatted correctly with proper hyphenation.,True,pass,The SSN is correctly formatted and matches the reference.,True,True,False
SSN-005,SSN,her ssn 987-65-4321,HRSN 987654321,132,,False,style_violation,SSN digits correct but missing the dash separators.,False,style_violation,The SSN digits are correct but missing the required hyphen grouping.,False,False,False
SSN-006,SSN,ssn 111-22-3333,Send 111223333.,148,,False,style_violation,SSN digits correct but missing the dash separators.,False,style_violation,The SSN digits match but are not formatted with hyphens.,False,False,False
PHONE-X006,PHONE_NUMBER,the direct line is 617-555-0999 ext. 222,The direct line is 617555099222.,402,,False,style_violation,"Phone number lacks dashes and extension separator, and digits are run together.",False,numeric_drift,The phone number is ungrouped and missing a digit from the main line.,False,False,False
TIME-001,TIME,call at 3:30 PM,Call it 330,140,,False,style_violation,Time is unformatted as '330' instead of '3:30 PM'.,False,style_violation,The time is missing the colon and PM marker.,False,False,False
SSN-R-004,SSN,the social is XXX-XX-4444,The social is 222-33-4444.,190,,False,wrong_value,"Reference masks first five digits as X's; transcript outputs actual digits 222-33, not matching the masked format.",False,wrong_value,The SSN prefix is numeric instead of the expected masked XXX-XX format.,False,False,False
TIME-003,TIME,meeting at 10:00 AM,Meeting at ten a,129,,False,style_violation,Time written as words and truncated instead of '10:00 AM' format.,False,style_violation,The time value is correct but not formatted as 10:00 AM.,False,False,False
SSN-E001,SSN,last four are 6789,Last four are 6789.,407,,True,pass,Entity '6789' correctly formatted; only punctuation/capitalization differs.,True,pass,The four-digit value is correct and appropriately formatted.,True,True,False
TIME-004,TIME,see you at 12:00 PM,See you at noon.,191,,False,style_violation,Time expressed as 'noon' instead of '12:00 PM' formatted time.,False,style_violation,"The time value is correct, but it is written as 'noon' instead of formatted as 12:00 PM.",False,False,False
TIME-006,TIME,clinic opens at 7:30 AM,Clinic opens at 07:30,190,,False,style_violation,Time formatted as 24-hour '07:30' instead of '7:30 AM'.,False,style_violation,The time value is correct but formatted as 24-hour time without AM.,False,False,False
TIME-007,TIME,the train leaves at 5:45 PM,The train leaves at 05:45.,141,,False,style_violation,Time formatted as 24-hour without PM indicator instead of '5:45 PM'.,False,wrong_value,The transcript omits PM and changes the time to 05:45.,False,False,False
TIME-24-001,TIME,the briefing is at 14:00,The briefing is at fourteen hundred.,113,,False,style_violation,Time spelled out as words instead of 24-hour format 14:00.,False,style_violation,The time value is correct but spelled out instead of formatted as 14:00.,False,False,False
TIME-24-003,TIME,flight at 16:45,Flight at sixteen forty five,129,,False,style_violation,Time spelled out in words instead of 24-hour digit format 16:45.,False,style_violation,The time value is correct but spelled out instead of formatted as 16:45.,False,False,False
TIME-24-006,TIME,the cron runs at 23:59,The Quran runs at twenty three fifty nine.,140,,False,style_violation,Time spelled out as words instead of 23:59 format.,False,style_violation,The time value is correct but written out instead of formatted as 23:59.,False,False,False
TIME-Q-001,TIME,meet at 3:15 PM,Meet at quarter past three.,119,,False,style_violation,Time expressed in words instead of '3:15 PM' format.,False,style_violation,The time value is correct but spoken out instead of formatted as 3:15 PM.,False,False,False
TIME-Q-002,TIME,around 7:30 PM,"Around half past seven,",120,,False,style_violation,Time expressed in words ('half past seven') instead of formatted '7:30 PM'.,False,style_violation,The time value is expressed in words and omits the PM formatting.,False,False,False
URL-001,URL,go to acme.com,Go to acme.com.,108,,True,pass,URL formatted correctly; only punctuation and capitalization differ.,True,pass,The URL is correctly formatted as acme.com.,True,True,False
URL-003,URL,check google.com,Check google.com.,118,,True,pass,URL formatted correctly; only punctuation/capitalization differs.,True,pass,The URL is correctly formatted as google.com.,True,True,False
URL-005,URL,our site is mybiz.io,Our site is mibbees.io.,127,,False,wrong_value,Domain rendered as 'mibbees.io' instead of 'mybiz.io'.,False,wrong_value,The domain value differs from mybiz.io.,False,False,False
URL-007,URL,visit news.ycombinator.com,Visit news.ycombinator.com.,135,,True,pass,URL formatted correctly with only capitalization and punctuation differences.,True,pass,The URL is correctly formatted.,True,True,False
URL-002,URL,visit www.example.org,Visit www.example.org.,235,,True,pass,URL formatted correctly despite added punctuation and capitalization.,True,pass,The URL is correctly formatted and matches the reference.,True,True,False
URL-008,URL,the docs are at docs.stripe.com,The docs are at docs.stripe.com.,128,,True,pass,URL formatted correctly; only punctuation/casing differs.,True,pass,The URL is correctly formatted as docs.stripe.com.,True,True,False
URL-009,URL,see help.company.net,See help.company.net.,115,,True,pass,URL formatted correctly; only punctuation/case differs.,True,pass,The URL is correctly formatted and matches the reference.,True,True,False
URL-S-001,URL,go to acme.com/signup,Go to acme.com/signup.,110,,True,pass,URL formatted correctly; only punctuation and casing differ.,True,pass,The URL is correctly formatted and matches the reference.,True,True,False
URL-S-003,URL,the link is shop.biz/deals/2026,The link is shop.bizdealstwenty20six.,140,,False,wrong_value,URL is malformed: missing slashes and year rendered as words instead of 2026.,False,style_violation,The URL content is recognizable but not formatted as a real-looking URL with the slash and digits.,False,False,False
URL-010,URL,login at portal.bank.com,"Log in at portal.bank.com,",230,,False,pass,URL formatted correctly despite minor wording and punctuation differences.,True,pass,The domain is correctly formatted; the trailing comma is just punctuation.,True,True,False
SSN-E002,SSN,ssn 123456789,Sun 1 23456789.,1156,,False,style_violation,SSN digits are present but misformatted with a space and 'ssn' transcribed as 'Sun'.,False,style_violation,The SSN digits are correct but split with an unusual space.,False,False,False
SSN-R-001,SSN,his ssn is XXX-XX-6789,His fine is 123456789.,3207,,False,wrong_value,SSN replaced with unrelated phrase 'fine is' and digits not formatted as SSN.,False,other,parse_error: JSONDecodeError: ,False,False,False
