id,entity_class,expected_output,transcript,stt_latency_ms,stt_error,exact_match,opus_label,opus_notes,opus_pass,gpt_label,gpt_notes,gpt_pass,both_pass,disagree
PHONE-002,PHONE_NUMBER,the number is 212-555-0101,The number is 212-555-0101,899,,True,pass,Phone number formatted identically; only capitalization differs.,True,pass,The phone number is correctly formatted and matches the reference.,True,True,False
PHONE-004,PHONE_NUMBER,reach support at 800-555-3210,Reach support at 800-555-3210,937,,True,pass,Phone number formatted identically; only capitalization differs.,True,pass,The phone number is correctly formatted and matches the reference.,True,True,False
PHONE-E164-002,PHONE_NUMBER,the number is +16465558901,The number is 646-555-8901,621,,False,style_violation,Phone number digits match but formatted as grouped national format instead of E.164 with country code.,False,numeric_drift,The phone number is missing the leading +1 country code.,False,False,False
PHONE-005,PHONE_NUMBER,his cell is 617-555-4987,His cell is 617-555-4987.,835,,True,pass,Phone number formatted correctly with matching digits and grouping.,True,pass,The phone number is correctly formatted and matches the reference.,True,True,False
PHONE-P-001,PHONE_NUMBER,call (503) 555-8880 for details,Call 503-555-8880 for details.,873,,False,style_violation,Phone number uses dashes instead of the expected (xxx) xxx-xxxx format.,False,pass,The phone number is correct and grouped in a standard format.,True,False,True
PHONE-X001,PHONE_NUMBER,call 212-555-1234 ext. 407,Call 212-555-1234 ext 407.,958,,False,style_violation,Missing period after 'ext' in transcript.,False,style_violation,"The phone number and extension digits are correct, but the extension abbreviation is missing the period.",False,False,False
PHONE-X002,PHONE_NUMBER,in London it's +44 20 7946 0958,"In London, it's +442 079 460 958.",894,,False,style_violation,Phone digits correct but grouped incorrectly for UK format.,False,style_violation,"The phone number digits are correct, but the grouping is unusual compared with +44 20 7946 0958.",False,False,False
PHONE-X006,PHONE_NUMBER,the direct line is 617-555-0999 ext. 222,The direct line is 617-555-099-X222.,884,,False,style_violation,Phone number and extension are merged/formatted unusually ('099-X222' instead of '0999 ext. 222').,False,other,parse_error: JSONDecodeError: ,False,False,False
SSN-001,SSN,his ssn is 123-45-6789,His son is 123-4567-89.,882,,False,style_violation,SSN digits correct but grouped as 123-4567-89 instead of 123-45-6789.,False,style_violation,The SSN digits are correct but grouped incorrectly as 123-4567-89 instead of 123-45-6789.,False,False,False
SSN-002,SSN,social is 456-78-1234,Social is: 456781234.,870,,False,style_violation,SSN digits correct but missing hyphen grouping.,False,style_violation,The SSN digits are correct but missing hyphen grouping.,False,False,False
SSN-003,SSN,ssn 555-01-2345,Send 555-012345.,759,,False,style_violation,SSN digits correct but missing the second hyphen (should be 555-01-2345).,False,style_violation,The SSN digits are correct but the grouping is missing the second hyphen.,False,False,False
SSN-E001,SSN,last four are 6789,"Last four are 6, 7, 8, 9.",747,,False,style_violation,Digits are correct but separated by commas instead of grouped as 6789.,False,style_violation,The digits are correct but formatted separately instead of as 6789.,False,False,False
SSN-004,SSN,the social security number is 222-33-4444,The social security number is 222-334-4444.,916,,False,style_violation,SSN digits correct but grouping is 222-334-4444 instead of 222-33-4444.,False,other,parse_error: JSONDecodeError: ,False,False,False
SSN-005,SSN,her ssn 987-65-4321,Herson987654321,850,,False,style_violation,SSN digits correct but missing hyphens and run together with preceding word.,False,style_violation,The SSN digits are correct but not formatted with hyphens.,False,False,False
SSN-006,SSN,ssn 111-22-3333,Send 111223333,822,,False,style_violation,SSN digits correct but missing hyphen formatting.,False,style_violation,The SSN digits are correct but not formatted with hyphens.,False,False,False
SSN-R-001,SSN,his ssn is XXX-XX-6789,His fine is 123-456-789.,973,,False,wrong_value,SSN replaced with an unrelated number and missing proper SSN formatting.,False,wrong_value,The SSN is not masked as expected and has the wrong value/grouping.,False,False,False
TIME-001,TIME,call at 3:30 PM,Call at 330,623,,False,style_violation,Time rendered as '330' without colon or PM designation.,False,style_violation,The time value is recognizable but lacks the colon and PM marker.,False,False,False
TIME-003,TIME,meeting at 10:00 AM,meeting at 10 A.m.,645,,False,style_violation,Time missing minutes formatting (':00') and uses unusual 'A.m.' casing.,False,style_violation,The time value is correct but formatted as 10 A.m. instead of 10:00 AM.,False,False,False
TIME-004,TIME,see you at 12:00 PM,See you at noon.,747,,False,style_violation,Time expressed as 'noon' instead of '12:00 PM'.,False,style_violation,The time value is correct but expressed as words instead of the expected 12:00 PM format.,False,False,False
SSN-R-004,SSN,the social is XXX-XX-4444,The social is 222-334-4444.,852,,False,wrong_value,Transcript reveals full SSN digits instead of masked 'XXX-XX-4444' format.,False,other,parse_error: JSONDecodeError: ,False,False,False
SSN-E002,SSN,ssn 123456789,Sun 123456789,1689,,False,style_violation,SSN digits correct but not formatted as 123-45-6789.,False,other,parse_error: JSONDecodeError: ,False,False,False
TIME-006,TIME,clinic opens at 7:30 AM,Clinic opens at 7:30,707,,False,style_violation,Time is missing the AM period designator.,False,other,parse_error: JSONDecodeError: ,False,False,False
TIME-007,TIME,the train leaves at 5:45 PM,The train leaves at 545.,713,,False,style_violation,Time formatted as '545' without colon or PM marker.,False,style_violation,The time value is recognizable but lacks the colon and PM marker.,False,False,False
TIME-24-001,TIME,the briefing is at 14:00,The briefing is at 1400.,720,,False,style_violation,Time formatted as '1400' instead of '14:00'.,False,style_violation,The time value is correct but missing the colon formatting.,False,False,False
TIME-24-003,TIME,flight at 16:45,Flight at 1645.,762,,False,style_violation,Time formatted as '1645' instead of '16:45'.,False,style_violation,The time value is correct but missing the colon formatting.,False,False,False
TIME-24-006,TIME,the cron runs at 23:59,The cron runs at 2359.,739,,False,style_violation,Time formatted as '2359' instead of '23:59'.,False,style_violation,The 24-hour time has the correct digits but is missing the colon.,False,False,False
TIME-Q-002,TIME,around 7:30 PM,Around 7:30.,648,,False,style_violation,Missing PM marker in time entity.,False,wrong_value,The time is missing the PM designation.,False,False,False
URL-001,URL,go to acme.com,Go to acme.com.,682,,True,pass,URL formatted correctly; only punctuation/casing differs.,True,pass,The URL is correctly formatted as acme.com.,True,True,False
TIME-Q-001,TIME,meet at 3:15 PM,Meet at 3:15.,1165,,False,style_violation,Time missing PM designation.,False,wrong_value,The time is missing the PM designator from the reference.,False,False,False
URL-003,URL,check google.com,Check google.com,786,,True,pass,URL correctly formatted; only capitalization differs.,True,pass,The URL is correctly formatted and matches the reference.,True,True,False
URL-005,URL,our site is mybiz.io,Our site is mibis.io.,785,,False,wrong_value,"Domain 'mybiz.io' transcribed as 'mibis.io', which is a different value.",False,wrong_value,The URL value differs from the reference (mybiz.io vs mibis.io).,False,False,False
URL-002,URL,visit www.example.org,Visit www.example.org.,1045,,True,pass,URL formatted correctly despite added punctuation and capitalization.,True,pass,The URL is correctly formatted.,True,True,False
URL-007,URL,visit news.ycombinator.com,visit news.ycompinator.com,932,,False,wrong_value,URL domain misspelled: ycompinator instead of ycombinator.,False,wrong_value,The URL domain is incorrect: news.ycompinator.com instead of news.ycombinator.com.,False,False,False
URL-009,URL,see help.company.net,See help.company.net.,736,,True,pass,URL formatted correctly; only punctuation/casing differs.,True,pass,The URL is correctly formatted and matches the reference.,True,True,False
URL-008,URL,the docs are at docs.stripe.com,The docs are at docs.stripe.com.,893,,True,pass,URL formatted correctly; only punctuation/capitalization differs.,True,pass,The URL is correctly formatted and matches the reference.,True,True,False
URL-S-001,URL,go to acme.com/signup,Go to acme.com/signup.,667,,True,pass,URL formatted correctly; only capitalization and punctuation differ.,True,pass,The URL is correctly formatted as acme.com/signup.,True,True,False
URL-010,URL,login at portal.bank.com,Log in at portal.bank.com.,731,,False,pass,URL entity correctly formatted; minor wording/punctuation differences only.,True,pass,The domain portal.bank.com is formatted correctly.,True,True,False
URL-S-003,URL,the link is shop.biz/deals/2026,The link is shop.biz/deals/2026.,808,,True,pass,URL formatted correctly with matching path and year.,True,pass,The URL is correctly formatted and matches the reference.,True,True,False
